Tweet_id,Aerolinea,Nombre_usuario,Sentimiento_aerolinea,Grado_de_confianza,Clasificacion_grado_de_confianza,Razon_negativa,Confianza_razon_negativa,Clasificacion_razon_negativa,Retweets,Comentario_limpio,Fecha_creación_tweet,Región_tweet,Zona horaria
568080542345895937,Delta,vincenzolandino,negative,0.6344,Alta,Can't Tell,0.3419,Baja,0,ITS ON ME JETBLUE THATS NOT WHAT YOU SAID LAST NIGHT THOUGH ,2015-02-18 08:12:10 -0800,NYC | CT,Eastern Time (US & Canada)
568079126462128129,Delta,AlwaysTicosGirl,negative,0.6391,Alta,Customer Service Issue,0.3503,Baja,0,JETBLUE CINNABON THE TWO OF YOU SHOULD TEAM UP TO SERVE CINNABONS ON THE FLIGHTS BONSINTHESKY,2015-02-18 08:06:32 -0800,New York City,Eastern Time (US & Canada)
568078149231067136,Delta,Rytroup,positive,1.0,Muy alta,None,None,Muy alta,0,JETBLUE ANYTHING FOR YOU FLYFI ,2015-02-18 08:02:39 -0800,None,Quito
568076919146557440,Delta,PaulRivera88,negative,1.0,Muy alta,Late Flight,1.0,Muy alta,0,JETBLUE HEY YOU GUYS REMEMBERED LOL BUT NOW MY BOS FLIGHTS DELAYED AND TURN THE HEAT DOWN IN  IT FEELS HOTTER THAN PR,2015-02-18 07:57:46 -0800,None,Eastern Time (US & Canada)
568074993856335872,Delta,phil0616,positive,0.6809999999999999,Alta,None,None,Muy alta,0,JETBLUE THANKS,2015-02-18 07:50:07 -0800,"Florida, USA",None
568071468312981504,Delta,JetBlueNews,neutral,1.0,Muy alta,None,None,Muy alta,0,JETBLUE CELEBRATES  ANNIVERSARY WITH NEW LIVERY  CNNMONEY ,2015-02-18 07:36:06 -0800,USA,Sydney
568069392422051841,Delta,duendecillita,negative,0.6803,Alta,Customer Service Issue,0.6803,Alta,0,JETBLUE SPOKEN TO  REPS ONCE IM ALLOWED TO CHECK MY BAG AND THROUGH THE TSA CHECKPOINT I GUARANTEE I WILL BE TALKING TO SOMEONE,2015-02-18 07:27:52 -0800,NYC,Eastern Time (US & Canada)
568068967098658816,Delta,duendecillita,negative,1.0,Muy alta,longlines,1.0,Muy alta,0,JETBLUE AND THE  LINE I STOOD IN TO DROP MY BAG OFF,2015-02-18 07:26:10 -0800,NYC,Eastern Time (US & Canada)
568068942771695616,Delta,michaelpweaver,positive,1.0,Muy alta,None,None,Muy alta,0,JETBLUE CREDIT TO YOU FOR REPLYING  I’LL LOOK FORWARD TO HOPEFULLY ONE OF THOSE  ON MY FLIGHT HOME TONIGHT ,2015-02-18 07:26:04 -0800,Parkland Fl,Eastern Time (US & Canada)
568066927723212800,Delta,SweetLilYou,positive,1.0,Muy alta,None,None,Muy alta,0,JETBLUE GREAT FLIGHT AS ALWAYS THANK YOU TO THE GREAT CREW ON FLIGHT  TRAVEL JETBLUE,2015-02-18 07:18:04 -0800,Rhode Island ,Eastern Time (US & Canada)
568066161922977792,Delta,duendecillita,negative,1.0,Muy alta,Late Flight,0.6424,Alta,0,JETBLUE GOT TXT   AFTER SCHED DPT SAYING PLANE HAD JUST ARRIVED  JFK LATE FLIGHTR TXT W DPT GATE CHANGE THEN  DPT FOR  FLIGHT,2015-02-18 07:15:01 -0800,NYC,Eastern Time (US & Canada)
568064382627921920,Delta,duendecillita,negative,1.0,Muy alta,Late Flight,1.0,Muy alta,0,JETBLUE I WAS NOT ALLOWED TO DROP MY BAG OFF FOR MY FLIGHT THAT I WAS RUNNING  LATE FLIGHT FOR TURNS OUT IT LEFT OVER AN HOUR LATE FLIGHT,2015-02-18 07:07:57 -0800,NYC,Eastern Time (US & Canada)
568064005048152065,Delta,Paul_Conn,positive,1.0,Muy alta,None,None,Muy alta,0,JETBLUE YOURE KILLING ME NOW  YOU GOT ME SMITTEN TRUEBLUE,2015-02-18 07:06:27 -0800,New York,Eastern Time (US & Canada)
568059376474439680,Delta,fatlifeguard,negative,1.0,Muy alta,Customer Service Issue,1.0,Muy alta,0,JETBLUE MY SON LEFT HIS IPAD ON FLIGHT  FROM JFK TO FLL ON MONDAY I CALLED AND LEFT MESSAGE AND HAVE NO HEARD BACK SEAT ,2015-02-18 06:48:04 -0800,"Long Beach, NY",None
568056665821413376,Delta,Paul_Conn,positive,1.0,Muy alta,None,None,Muy alta,0,JETBLUE  MIN RESPONSE TIME IM IMPRESSED IM IN ITS OFFICIAL   TRUEBLUE  JETBLUE GETS SOCIAL,2015-02-18 06:37:17 -0800,New York,Eastern Time (US & Canada)
568052101504372737,Delta,kessler,positive,1.0,Muy alta,None,None,Muy alta,0,JETBLUE THANKS FOR LISTENING DOESNT MEAN I DONT APPRECIATE YOU,2015-02-18 06:19:09 -0800,"New York, NY",Eastern Time (US & Canada)
568051199565533184,Delta,MerrickRealtor,negative,1.0,Muy alta,Customer Service Issue,0.6592,Alta,0,JETBLUE ALL TAKEN CARE OF  OTHER THEN THE DROPPED CALL AND THE TOTAL HALF HOUR WAIT LOVE JETBLUE,2015-02-18 06:15:34 -0800,Merrick,America/New_York
568045949999661058,Delta,MyPowerPose,positive,1.0,Muy alta,None,None,Muy alta,0,JETBLUE THANK YOU FOR INCREDIBLE CUSTOMER SVC FROM GATE TO FLIGHT MINT EXPERIENCE IS MAGIC,2015-02-18 05:54:42 -0800,San Francisco Bay Area,Arizona
568045766280933377,Delta,noplasticshower,positive,0.6663,Alta,None,0.0,Muy baja,0,THANKS JETBLUE NEXT UP WE WILL SEE HOW THE SLOG FROM JFK TO THE CITY GOES,2015-02-18 05:53:59 -0800,planet earth,None
568045665185452032,Delta,BrianWalkerCHI,neutral,1.0,Muy alta,None,None,Muy alta,0,JETBLUE SOCIAL MEDIA TAKES FLIGHT WITH FLY LIKEAGIRL  WHAT BRAND LESSON CAN WE LEARN  SMM BRAND  ,2015-02-18 05:53:35 -0800,"Chicago, an Airplane or Train ",Central Time (US & Canada)
568045397408661504,Delta,MerrickRealtor,neutral,1.0,Muy alta,None,None,Muy alta,0,JETBLUE LEKVHG WANT TO SEE WHAT THE COST WOULD BE TO CHANGE TO THE  FLIGHT,2015-02-18 05:52:31 -0800,Merrick,America/New_York
568044610955681793,Delta,dannygilbs,negative,1.0,Muy alta,Late Flight,0.3478,Baja,0,JETBLUE YOU STOOD ME UP LAST NIGHT BUT IM GIVING YOU A SECOND CHANCE IM JUST A BOY TWEETING AN AIRLINE ASKING THEM TO FLY HIM HOME,2015-02-18 05:49:23 -0800,"New York, NY",Eastern Time (US & Canada)
568042975856619520,Delta,MerrickRealtor,negative,1.0,Muy alta,Customer Service Issue,1.0,Muy alta,0,JETBLUE WAITED FOR  MIN THEN GOT DISCONNECT,2015-02-18 05:42:53 -0800,Merrick,America/New_York
568041225174953985,Delta,ErinMBarlow,positive,1.0,Muy alta,None,None,Muy alta,0,JETBLUE AND A HUGE THANKS TO THE CREW ON FLIGHT  WHO FLEW IN TO DCA FROM SJU MONDAY NIGHT IN THE SNOW SO WE COULD HAVE A PLANE,2015-02-18 05:35:56 -0800,None,Eastern Time (US & Canada)
568041161652342784,Delta,MerrickRealtor,negative,1.0,Muy alta,Customer Service Issue,1.0,Muy alta,0,JETBLUE IS I CANT MAKE CHANGES ON THE WEBSITE AM I STILL CHARGED  DOLLARS FOR USING PHONE,2015-02-18 05:35:41 -0800,Merrick,America/New_York
568041051182616576,Delta,ErinMBarlow,positive,1.0,Muy alta,None,None,Muy alta,0,JETBLUE PLANNING ON IT  BTW EXCELLENT SERVICE AND CREW FROM DCA THROUGH SJU INTO SXM,2015-02-18 05:35:14 -0800,None,Eastern Time (US & Canada)
568039128001937408,Delta,ErinMBarlow,positive,1.0,Muy alta,None,None,Muy alta,0,JETBLUE WHY YES YES IT DOES  GREAT TRIP DOWN THANKS FOR THE LIFT,2015-02-18 05:27:36 -0800,None,Eastern Time (US & Canada)
568036279989858304,Delta,KarlMiller,positive,1.0,Muy alta,None,None,Muy alta,1,JETBLUE HOTSPOT FREE WIFI MAKES ME HAPPY JFK ITSTHELITTLETHINGS,2015-02-18 05:16:17 -0800,"Round Rock, TX",Central Time (US & Canada)
568034012930936832,Delta,rjburnsva,negative,1.0,Muy alta,Customer Service Issue,0.6788,Alta,0,JETBLUE YOUR AGENTS AT IAD HAVE COMPOUNDED THIS PROBLEM BY NOT MAKING ANY ANNOUNCEMENTS JETBLUEMESS,2015-02-18 05:07:16 -0800,None,Eastern Time (US & Canada)
568031723004555264,Delta,bmose14,negative,1.0,Muy alta,Can't Tell,0.6334,Alta,0,JETBLUE JUST A HEADS UP THIS PAGE NO LONGER EXISTS HTTPTCONSJWVTTJGO,2015-02-18 04:58:10 -0800,"Boston, MA",Eastern Time (US & Canada)
568029763438186496,Delta,philpete,neutral,0.6469,Alta,None,None,Muy alta,0,JETBLUE DEAL,2015-02-18 04:50:23 -0800,London,London
568028497001590784,Delta,philpete,neutral,0.6667,Alta,None,None,Muy alta,0,JETBLUE  I THINK WELL NEED A SELFIE AS PROOF,2015-02-18 04:45:21 -0800,London,London
568027668026937344,Delta,drwinston001,negative,0.6919,Alta,Can't Tell,0.6919,Alta,0,JETBLUE PHILPETE WONDER IF THATS THE PILOT TWEETING YOU BACK IS IT LEGAL TO TWEET AND FLY WHAT IF THE PLANE IN FRONT STOPS SUDDENLY,2015-02-18 04:42:04 -0800,South West UK,London
568027443052720130,Delta,philpete,positive,1.0,Muy alta,None,None,Muy alta,0,JETBLUE GORGEOUS DAY HOPE THE FLIGHT BACK TOMORROW AM IS JUST AS PLEASANT THANKS,2015-02-18 04:41:10 -0800,London,London
568025019068108800,Delta,rjburnsva,negative,1.0,Muy alta,Cancelled Flight,0.6545,Alta,0,JETBLUE THEY SAY THEY HAVE NO UPDATE I DONT WORK I DONT GET PAID  JET BLUE HAS MY MONEY BUT NO FLIGHT ARGH,2015-02-18 04:31:32 -0800,None,Eastern Time (US & Canada)
568023553548922880,Delta,rjburnsva,negative,0.6277,Alta,Can't Tell,0.6277,Alta,0,JETBLUE NO NEWS HERE AT THE GATE WHAT ARE MY OPTIONS,2015-02-18 04:25:43 -0800,None,Eastern Time (US & Canada)
568020304510869504,Delta,heyjdoan,positive,0.6507,Alta,None,None,Muy alta,0,JETBLUE ITS OKAYIM ACTUALLY A TEA KINDA GUY ANYWAY THANKS,2015-02-18 04:12:48 -0800,"Cambridge, MA",Eastern Time (US & Canada)
568018490331930625,Delta,rjburnsva,negative,1.0,Muy alta,Late Flight,0.6657,Alta,0,JETBLUE WELL IM GLAD I GOT UP AT  AM SO I CAN SIT IN AN AIRPORT  NO PLACE ELSE ID RATHER BE NOT,2015-02-18 04:05:36 -0800,None,Eastern Time (US & Canada)
568017916161085441,Delta,MerrickRealtor,negative,0.6628,Alta,Customer Service Issue,0.357,Baja,0,JETBLUE  NO  I AM GUESSING I HAVE TO CALL SOMEONE,2015-02-18 04:03:19 -0800,Merrick,America/New_York
568016314457047040,Delta,rjburnsva,negative,1.0,Muy alta,Late Flight,1.0,Muy alta,0,JETBLUE WHY  AND NOT  AS SCHEDULED,2015-02-18 03:56:57 -0800,None,Eastern Time (US & Canada)
568014845062332416,Delta,rjburnsva,negative,1.0,Muy alta,Late Flight,1.0,Muy alta,0,JETBLUE  IAD TO JFK STILL HASNT BOARDED WHATS TODAYS EXCUSE AND HOW AM I GONNA GET TO WORK,2015-02-18 03:51:06 -0800,None,Eastern Time (US & Canada)
568014723926626304,Delta,IsaacKarmel,negative,1.0,Muy alta,Can't Tell,0.3823,Baja,0,JETBLUE WHY IS T THAT EVERY TIME I FLY JFK EVEN MORE SPEED DOESNT WORK WAITING FOR  MIN NOGOOD,2015-02-18 03:50:38 -0800,None,None
568011010029838336,Delta,MerrickRealtor,neutral,0.6703,Alta,None,None,Muy alta,0,JETBLUE CAN I CHANGE MY FLIGHT IF I ALREADY PRINTED MY BOARDING PASS,2015-02-18 03:35:52 -0800,Merrick,America/New_York
568008802865274880,Delta,KarlaBaerga,positive,1.0,Muy alta,None,None,Muy alta,0,JETBLUE ITS ALWAYS A PLEASURE ☺️,2015-02-18 03:27:06 -0800,None,Quito
568005720026660864,Delta,yosoyfelixx_,positive,0.6444,Alta,None,None,Muy alta,0,JETBLUE THIS IS LOVELY,2015-02-18 03:14:51 -0800,None,None
567995970232795136,Delta,JetBlueNews,neutral,1.0,Muy alta,None,None,Muy alta,0,JETBLUE DUMPS AMEX  NASSAU NEWS LIVE ,2015-02-18 02:36:06 -0800,USA,Sydney
567992830943223808,Delta,superstarpromo1,neutral,1.0,Muy alta,None,None,Muy alta,0,JETBLUE JUSTDIPPIN DROPS A NEW VIDEO OFF THE UPCOMING PROJECT THETAKEOVER PRODUCED BY YPONTHEBEAT  RT,2015-02-18 02:23:38 -0800,NYC,None
567980868997763072,Delta,JetBlueNews,neutral,1.0,Muy alta,None,None,Muy alta,0,JETBLUE TO END PARTNERSHIP WITH AMERICAN EXPRESS   HTTPTCOFBTEMFWRSP,2015-02-18 01:36:06 -0800,USA,Sydney
567973066929614848,Delta,JetBlueNews,neutral,0.6872,Alta,None,None,Muy alta,0,JETBLUE MARKS  BIRTHDAY WITH BLUMANITY PAINT JOB  DALLASNEWS BLOG ,2015-02-18 01:05:06 -0800,USA,Sydney
567965767808864256,Delta,JetBlueNews,neutral,1.0,Muy alta,None,None,Muy alta,0,JETBLUES CEO BATTLES TO APPEASE PASSENGERS AND WALL STREET   ,2015-02-18 00:36:05 -0800,USA,Sydney
567950666578030594,Delta,JetBlueNews,neutral,1.0,Muy alta,None,None,Muy alta,0,JETBLUE CHANGE IN THE AIR FOR TRAVELERS INVESTORS  BLOOMBERGNEWS ,2015-02-17 23:36:05 -0800,USA,Sydney
567947508208377858,Delta,JJBarraza,positive,0.6764,Alta,None,0.0,Muy baja,0,JETBLUE FINALLY TAKING OFF LASFLLSJU LETSGO,2015-02-17 23:23:32 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
567935527481188352,Delta,ToTravelToLive,neutral,1.0,Muy alta,None,None,Muy alta,0,JETBLUE ANYWHERE WARM CAUSE ITS FREEZING IN NYC,2015-02-17 22:35:56 -0800,NYC,None
567930900731854848,Delta,cessymeacham,negative,1.0,Muy alta,Lost Luggage,0.6667,Alta,0,JETBLUE CLIENTS GOT ZERO IN  YEARS CAREER NEVER THOUGHT THIS WAS  SUITCASES WORTH THOUSANDS OF  IN ITALIAN CLOTHING ROBBED,2015-02-17 22:17:33 -0800,Satellite Beach Fl.,Eastern Time (US & Canada)
567919283419742210,Delta,Under4R,neutral,1.0,Muy alta,None,None,Muy alta,0,JETBLUE FLIGHTS   AND  WILL FLY OVER AFTER  AM ON YOUR WAY INTO BOSTONLOGAN  MIND TAKING OCEAN APPROACH SO WE CAN SLEEP,2015-02-17 21:31:23 -0800,"Milton, Massachusetts",None
567918931148685312,Delta,komal102,negative,1.0,Muy alta,Can't Tell,1.0,Muy alta,0,JETBLUE NOT TO MENTION THE FACT THAT WE PAID EXTRA JUST TO FLY JETBLUE THINKING IT WAS THE MOST RELIABLE,2015-02-17 21:29:59 -0800,BOSTON,Eastern Time (US & Canada)
567918283866898432,Delta,komal102,negative,1.0,Muy alta,Customer Service Issue,1.0,Muy alta,0,JETBLUE WE EVEN WENT TO THE AIRPORT AND WERE ON THE PHONE FOR HRS AND NO HELP AT ALL EVERYONE SAID DIFFERENT THINGS,2015-02-17 21:27:24 -0800,BOSTON,Eastern Time (US & Canada)
567918173992910848,Delta,komal102,negative,1.0,Muy alta,Late Flight,0.6496,Alta,0,JETBLUE PEOPLE KEPT SAYING IT WAS DUE TO WEATHER BUT THERE WERE FLIGHTS GOING DIRECTLY TO BOSTON EVEN AFTER OUR FLIGHT,2015-02-17 21:26:58 -0800,BOSTON,Eastern Time (US & Canada)
567917894144770049,Delta,komal102,negative,0.6989,Alta,Flight Attendant Complaints,0.3763,Baja,0,JETBLUE I UNDERSTAND BUT EVERYONE SAID DIFFERENT THINGS AND THERE WAS A FLIGHT OUT LATE FLIGHTR THAT NIGHT BUT ONLY ONE OF US GOT TO TAKE IT,2015-02-17 21:25:52 -0800,BOSTON,Eastern Time (US & Canada)
567916937679884288,Delta,komal102,negative,1.0,Muy alta,Cancelled Flight,1.0,Muy alta,0,JETBLUE DISAPPOINTED THAT MY FLIGHT BACK TO BOSTON FROM PR WAS CANCELLED FLIGHTLEDREBOOKED  THE NEXT DAYDELAYED THAT ONE TOO AND NO COMPENSATION,2015-02-17 21:22:03 -0800,BOSTON,Eastern Time (US & Canada)
567915499868131328,Delta,fialho_monica,positive,1.0,Muy alta,None,None,Muy alta,0,JETBLUE GREAT TRIP TODAY  THANKS TO THE CREW FLYING US HOME THEY WERE FANTASTIC ,2015-02-17 21:16:21 -0800,None,None
567912664996786177,Delta,JetBlueNews,neutral,0.6557,Alta,None,None,Muy alta,0,JETBLUE CELEBRATES  ANNIVERSARY WITH NEW LIVERY  DIGITAL JOURNAL ,2015-02-17 21:05:05 -0800,USA,Sydney
567911142955311104,Delta,thedonkeyshow,positive,1.0,Muy alta,None,None,Muy alta,0,JETBLUE AWE YOU GUYS ARE GREAT CANT WAIT TO TRAVEL WITH YOU AGAIN SOON,2015-02-17 20:59:02 -0800,"New York City, NY",Central Time (US & Canada)
567910969856229377,Delta,kimbetech,positive,1.0,Muy alta,None,None,Muy alta,0,JETBLUE YES ANNOUNCED WE WILL TAKE OFF YOURE ON IT THANK YOU,2015-02-17 20:58:21 -0800,NYC,Eastern Time (US & Canada)
567907212154118145,Delta,bekiweki,positive,1.0,Muy alta,None,None,Muy alta,0,JETBLUE ALSO THANKS FOR YOUR PROMPT REPLIES IM REALLY IMPRESSEDAND YOURE NOT JUST BRUSHING ME OFF MUCH APPRECIATED,2015-02-17 20:43:25 -0800,"Provo, UT",Central Time (US & Canada)
567906937423073280,Delta,bekiweki,neutral,0.6853,Alta,None,0.0,Muy baja,0,JETBLUE WHAT ABOUT IF I BOOKED IT THROUGH ORBITZ MY EMAIL IS CORRECT BUT THERES A MIDDLE PARTY,2015-02-17 20:42:19 -0800,"Provo, UT",Central Time (US & Canada)
567906374870528001,Delta,lynn_with_an_A,positive,0.6635,Alta,None,0.0,Muy baja,1,JETBLUE ITS BEEN A WHILE SINCE IVE ANGRY TWEETED AN AIRLINE APPARENTLY YOU READ MY MIND BEFORE I COULD BITCH THANK YOU FOR THE CREDIT,2015-02-17 20:40:05 -0800,"Brooklyn, NY",Quito
567905540761870336,Delta,michaelhakimkan,neutral,0.68,Alta,None,0.0,Muy baja,0,JETBLUE IT WAS AT JFK AIRPORT RIGHT NOW,2015-02-17 20:36:46 -0800,None,None
567905220828606466,Delta,bekiweki,neutral,0.6714,Alta,None,0.0,Muy baja,0,JETBLUE THATS PRETTY NICE ARE FLIGHT CREDITS AUTOMATICALLY GIVEN AFTER THE FLIGHT I ALSO WISH THERE WERE A LOUNGE I COULD SLEEP IN,2015-02-17 20:35:30 -0800,"Provo, UT",Central Time (US & Canada)
567905158346207233,Delta,NYC_TAM,positive,1.0,Muy alta,None,None,Muy alta,0,JETBLUES VALENTINESDAY EMAIL WAS ON POINT AMP SO CLEVER THANKS FOR BEING AMAZING JETBLUE LOVEISINTHEAIR HTTPTCODOCMVOTWTI,2015-02-17 20:35:15 -0800,None,None
567904873246781440,Delta,michaelhakimkan,negative,1.0,Muy alta,Customer Service Issue,0.6559,Alta,0,JETBLUE SHE CLAIMED THAT SHE DID BUT I WAS NOT HAPPY WITH THE WAY I WAS TREATED,2015-02-17 20:34:07 -0800,None,None
567903883047088128,Delta,michaelhakimkan,negative,1.0,Muy alta,Damaged Luggage,0.7113,Alta,0,JETBLUE RIPPED MY SUITCASE I THEN WAS YELLED AT WITH ATTITUDE FROM GERALDINE YOUR EMPLOYEE AT THE BAGGAGE CENTERWORST AIRLINE JETBLUE,2015-02-17 20:30:11 -0800,None,None
567903653933101056,Delta,ChicDisheveled,negative,0.6154,Alta,Customer Service Issue,0.3187,Baja,0,JETBLUE SHOUT OUT TO THE CREW ON FLIGHT  HEADED BACK TO THE BIG APPLE THEY KEPT MY GLASS HALF FULL THE WHOLE FLIGHT JETBLUEJFK,2015-02-17 20:29:16 -0800,"San Diego, CA",Arizona
567902218059264000,Delta,bekiweki,negative,1.0,Muy alta,Late Flight,0.7126,Alta,0,JETBLUE THAT MAKES SENSE IT SUCKS THOUGH BECAUSE NOW ILL BE STUCK IN THE AIRPORT FOR  HOURS AND LATE FLIGHT TO MY MEETING,2015-02-17 20:23:34 -0800,"Provo, UT",Central Time (US & Canada)
567899906150703104,Delta,mypumpkinheads,positive,1.0,Muy alta,None,None,Muy alta,0,JETBLUE THANK YOU FOR HELP AND QUICK RESPONSE,2015-02-17 20:14:23 -0800,None,Eastern Time (US & Canada)
567897563065511936,Delta,JetBlueNews,neutral,0.6421,Alta,None,None,Muy alta,0,JETBLUES NEW CEO SEEKS THE RIGHT BALANCE TO PLEASE PASSENGERS AND WALL   DAILY JOURNAL ,2015-02-17 20:05:04 -0800,USA,Sydney
567897030934269952,Delta,mypumpkinheads,neutral,1.0,Muy alta,None,None,Muy alta,0,JETBLUE FLIGHT  EWR TO FLL,2015-02-17 20:02:57 -0800,None,Eastern Time (US & Canada)
567896250013601792,Delta,SpiritED_Dixon,neutral,1.0,Muy alta,None,None,Muy alta,0,JETBLUE KLEINERIN HI KNOW A PASTOR OR HOMESCHOOL MOM WHO MIGHT LIKE SPIRITED HAVE EM CONTACT ME ON ,2015-02-17 19:59:51 -0800,USA,None
567895874598215680,Delta,mypumpkinheads,neutral,1.0,Muy alta,None,None,Muy alta,0,JETBLUE DONT KNOW IF U DEFINE THAT AS A CONTROLLABLEIRREGULARITY,2015-02-17 19:58:22 -0800,None,Eastern Time (US & Canada)
567895664769785856,Delta,mypumpkinheads,negative,0.7018,Alta,Cancelled Flight,0.3814,Baja,0,JETBLUE THE GATE AGENT SAID OUR ORIGINAL PLANE GOT DEICING FLUID IN THE ENGINE THAT CREATED A SHORT SO THEY TOOK THE PLANE OUT OF SERVICE,2015-02-17 19:57:32 -0800,None,Eastern Time (US & Canada)
567894002286096384,Delta,fanmla1,positive,0.6671,Alta,None,0.0,Muy baja,0,JETBLUE BIG SHOUTOUT TO THE CREWS ON  BOSGTJFK AMP  JFKGTROC AMP GATE CREWS AT  BOS AMP  JFK LONG DAY OF DELAYS MADE BETTER BY THEM,2015-02-17 19:50:55 -0800,None,Eastern Time (US & Canada)
567893822585327616,Delta,mypumpkinheads,negative,1.0,Muy alta,Late Flight,1.0,Muy alta,0,JETBLUE  HOUR DELAY SUPPOSED TO LAND AT  NOW ITS  STILL NOT BOARDING EPICFAIL,2015-02-17 19:50:12 -0800,None,Eastern Time (US & Canada)
567892715603652608,Delta,Denaroche,positive,0.6304,Alta,None,None,Muy alta,0,JETBLUE FIRST AIRLINE TO USE APPLEPAY IN FLIGHT AIRLINES,2015-02-17 19:45:48 -0800,Scottsdale,Pacific Time (US & Canada)
567892508987908096,Delta,BFontanilla,negative,1.0,Muy alta,Can't Tell,0.6529,Alta,0,JETBLUE I HOPE YOUR SYSTEM WASNT HACKED CAUSE SOMEONE ELSES PASSPORT INFO WAS ON MY RESERVATION AMP I COULDNT GET MY BOARDING PASS,2015-02-17 19:44:59 -0800,"Orange County, USA",Pacific Time (US & Canada)
567891805867483136,Delta,reidcappel,positive,0.6411,Alta,None,0.0,Muy baja,0,JETBLUE THANKS FOR HAVING US HANG OUT AT TAMPA AIRPORT FOREVER TODAY ITS REALLY BEEN AN AWESOME EXPERIENCE,2015-02-17 19:42:12 -0800,"New Vernon,  NJ",Eastern Time (US & Canada)
567890265416945664,Delta,JetBlueNews,neutral,0.6925,Alta,None,None,Muy alta,0,JETBLUES NEW CEO SEEKS THE RIGHT BALANCE TO PLEASE PASSENGERS AND WALL   ALASKA HIGHWAY NEWS HTTPTCOTYNCHOELAC,2015-02-17 19:36:04 -0800,USA,Sydney
567887437826908160,Delta,TranquillityIW,negative,1.0,Muy alta,Late Flight,1.0,Muy alta,0,JETBLUE HONESTLY I’M GLAD YOU DIDN’T CANCELLED FLIGHT THE FLIGHT JUST THAT I’LL BE DRIVING HOME AT  AM NOW ,2015-02-17 19:24:50 -0800,Somewhere in between,Eastern Time (US & Canada)
567887326350811137,Delta,Trufflebaby2,negative,1.0,Muy alta,Lost Luggage,1.0,Muy alta,0,JETBLUE BAG JUST DELIVERED AND ITEMS HAVE BEEN STOLEN  AT FIRST LOOK  MY KATE SPADE BAG AND BOTTLE OF SPICED RUM  WTF,2015-02-17 19:24:24 -0800,None,None
567885370064506880,Delta,dannygilbs,negative,1.0,Muy alta,Cancelled Flight,1.0,Muy alta,0,JETBLUE IM DISAPPOINTED MY FLIGHT WAS CANCELLED FLIGHTED MOSTLY BECAUSE I WAS EXCITED TO LISTEN TO THE SONG IM BLUE WHILE FLYING ON JETBLUE,2015-02-17 19:16:37 -0800,"New York, NY",Eastern Time (US & Canada)
567880900358311936,Delta,odie488,positive,1.0,Muy alta,None,None,Muy alta,0,JETBLUE LEOPOLDSIC  NO BUT MY FRIEND IN THE PICTURE  PHILLIP HELLER JFK IFC DID AND HE SAID IT WAS DELICIOUS,2015-02-17 18:58:52 -0800,None,Central Time (US & Canada)
567879331810246656,Delta,GraceLavigne,negative,1.0,Muy alta,Late Flight,1.0,Muy alta,0,JETBLUE FLIGHT DELAYED  AND STILL NOT TAKING OFF ON TIME AMP GREETING ME AT MY SEAT YES ITS GUM AMP GARBAGE ,2015-02-17 18:52:38 -0800,None,Eastern Time (US & Canada)
567878078782898176,Delta,MoniqueRose18,positive,1.0,Muy alta,None,None,Muy alta,0,JETBLUE AWESOME THANKS THANKS FOR THE QUICK RESPONSE YOU GUYS ROCK ,2015-02-17 18:47:39 -0800,Boston,None
567876244722814976,Delta,Trufflebaby2,neutral,1.0,Muy alta,None,None,Muy alta,0,JETBLUE SENT,2015-02-17 18:40:22 -0800,None,None
567875974869680128,Delta,cindylouwho821,positive,0.6989,Alta,None,None,Muy alta,0,JETBLUE APP JUST REMINDED ME I WILL BE FLYING TO FLL IN  WEEKS CHILLYCVZ THANKGOODNESS MYPOMPANOBEACH FAMILY FRIENDS SUNSHINE,2015-02-17 18:39:17 -0800,"Washington, DC",Central Time (US & Canada)
567875922906456064,Delta,MoniqueRose18,neutral,1.0,Muy alta,None,None,Muy alta,0,JETBLUE SURE EMAIL SCREENSHOT BELOW LINK  ,2015-02-17 18:39:05 -0800,Boston,None
567874970463780864,Delta,Krocheima,positive,1.0,Muy alta,None,None,Muy alta,0,JETBLUE I JUST WANTED TO SAY FLIGHT ATTENDANT FITZ WAS THE BEST TONIGHT ON FLIGHT  BWIBOS GREAT GUY AND MADE THE FLIGHT FANTASTIC,2015-02-17 18:35:18 -0800,Bahhhston.,Eastern Time (US & Canada)
567874858815733761,Delta,Trufflebaby2,negative,0.6465,Alta,Lost Luggage,0.6465,Alta,0,JETBLUE BAG IS SUPPOSEDLY HERE IN BOSTON,2015-02-17 18:34:51 -0800,None,None
567874505881845760,Delta,MoniqueRose18,neutral,1.0,Muy alta,None,None,Muy alta,0,JETBLUE RECEIVED AN INVITATION TO PARTICIPATE IN EREWARDS IS THIS LEGIT FROM JETBLUE JUST DOUBLE CHECKING BC THE SITE LOOKED DIFFERENT,2015-02-17 18:33:27 -0800,Boston,None
567873801653997569,Delta,Trufflebaby2,negative,0.6476,Alta,Lost Luggage,0.6476,Alta,0,JETBLUE I DONT KNOW NO ONE WOULD TELL ME WHERE THEY WERE COMING FROM  I WOULD GUESS SO AS THATS WHERE WE HAD ALL THE CHANGES TO FLIGHTS,2015-02-17 18:30:39 -0800,None,None
