Date;Day;DOW;Holiday;Influenza;Iws;PM10_lag0;PMc_lag0;Ir;NO2_lag0;O3_lag0;CO_lag0;PM25_lag1;PM10_lag1;Is;SO2_lag1;NO2_lag1;O3_lag1;CO_lag1;PM25_lag2;PM10_lag2;PMc_lag2;SO2_lag2;NO2_lag2;O3_lag2;CO_lag2;PM25_lag3;PM10_lag3;PMc_lag3;SO2_lag3;NO2_lag3;O3_lag3;CO_lag3;PM25_lag4;PM10_lag4;PMc_lag4;SO2_lag4;NO2_lag4;O3_lag4;CO_lag4;PM25_lag5;PM10_lag5;PMc_lag5;SO2_lag5;NO2_lag5;O3_lag5;CO_lag5;PM25_lag01;PM10_lag01;PMc_lag01;SO2_lag01;NO2_lag01;O3_lag01;CO_lag01;PM25_lag02;PM10_lag02;PMc_lag02;SO2_lag02;NO2_lag02;O3_lag02;CO_lag02;PM25_lag03;PM10_lag03;PMc_lag03;SO2_lag03;NO2_lag03;O3_lag03;CO_lag03;temp_lag0;temp_lag14;humid_lag0;Totalheart;Hypertension;CHD;Arrhythmia;Heartfailure;Cerebrovascular;Total_cardio;Totalheart_man;Hypertension_man;CHD_man;Other_man;Arrhythmia_man;Heartfailure_man;Cerebrovascular_man;Total_cardio_man;Totalheart_woman;Hypertension_woman;CHD_woman;Other_woman;Arrhythmia_woman;Heartfailure_woman;Cerebrovascular_woman;Total_cardio_woman;Totalheart_age1;Hypertension_age1;CHD_age1;Other_age1;Arrhythmia_age1;Heartfailure_age1;Cerebrovascular_age1;Total_cardio_age1;Totalheart_age2;Hypertension_age2;CHD_age2;Other_age2;Arrhythmia_age2;Heartfailure_age2;Cerebrovascular_age2;Total_cardio_age2;Total_Res;URTI;LRTI;AECOPD;Asthma;Total_res_man;URTI_man;LRTI_man;AECOPD_man;Asthma_man;Total_woman;URTI_woman;LRTI_woman;AECOPD_woman;Asthma_woman;Total_age1;URTI_age1;LRTI_age1;AECOPD_age1;Asthma_age1;Total_age2;URTI_age2;LRTI_age2;AECOPD_age2;Asthma_age2;Total_age3;URTI_age3;LRTI_age3;AECOPD_age3;Asthma_age3;Total_age4;URTI_age4;LRTI_age4;AECOPD_age4;Asthma_age4;all0;all1;URTI0;URTI1;LRTI0;LRTI1;Asthma0;Asthma1;AECOPD0;AECOPD1;xxx
26/06/2013;177;3;0;0;172.38;204;78;7.89;65.62;253.21;3.07;;;;;;;;93.29;130.25;47.25;12.86;53.18;223.08;1.25;55.56;100.71;46.71;7.5;49.62;202.07;1.38;54.24;73.08;24.55;6.8;51.07;194.93;1.36;65.94;118.57;70.5;15.3;73.43;145.53;1.71;172.38;204;78;7.89;65.62;253.21;3.07;132.84;167.13;62.63;10.38;59.4;238.15;2.16;107.08;144.99;57.32;9.42;56.14;226.12;1.9;24.34;24.33;76.01;60;24;17;5;6;91;151;27;11;6;4;4;2;59;86;33;13;11;4;1;4;32;65;21;11;3;6;1;0;49;70;39;13;14;2;4;6;42;81;159;75;67;0;4;77;35;35;0;0;82;40;32;0;4;14;8;6;0;0;61;47;10;0;1;28;12;11;0;1;56;8;40;0;2;107;52;69;6;28;39;2;2;;;1
27/06/2013;178;4;0;0;137;66.73;;8.83;56.93;225.6;1.69;172.38;204;78;7.89;65.62;253.21;3.07;;;;;;;;93.29;130.25;47.25;12.86;53.18;223.08;1.25;55.56;100.71;46.71;7.5;49.62;202.07;1.38;54.24;73.08;24.55;6.8;51.07;194.93;1.36;154.69;135.37;78;8.36;61.28;239.41;2.38;154.69;135.37;78;8.36;61.28;239.41;2.38;134.22;133.66;62.63;9.86;58.58;233.96;2;26.43;24.55;66.24;64;21;16;6;6;82;146;27;7;9;4;3;4;45;72;37;14;7;11;3;2;37;74;28;10;6;11;1;0;43;71;36;11;10;4;5;6;39;75;174;105;48;2;4;91;59;21;2;1;83;46;27;0;3;17;14;2;0;0;64;54;8;0;1;51;27;13;0;2;42;10;25;2;1;140;34;100;5;24;24;3;1;1;1;1
28/06/2013;179;5;0;0;172.31;337.33;200;15;73.31;256.21;2.07;137;66.73;;8.83;56.93;225.6;1.69;172.38;204;78;7.89;65.62;253.21;3.07;;;;;;;;93.29;130.25;47.25;12.86;53.18;223.08;1.25;55.56;100.71;46.71;7.5;49.62;202.07;1.38;154.66;202.03;200;11.92;65.12;240.91;1.88;160.56;202.69;139;10.57;65.29;245.01;2.28;160.56;202.69;139;10.57;65.29;245.01;2.28;25.45;24.57;77.94;81;27;28;6;2;78;159;32;7;16;6;2;1;40;72;49;20;12;12;4;1;38;87;38;17;7;10;4;0;38;76;43;10;21;8;2;2;40;83;174;98;62;3;5;82;42;34;2;3;92;56;28;1;2;23;18;4;0;1;63;46;13;0;1;37;24;11;0;0;51;10;34;3;3;134;40;91;7;34;28;2;3;1;2;1
29/06/2013;180;6;1;0;206.44;154.67;;10.45;57.79;114.13;2.2;172.31;337.33;200;15;73.31;256.21;2.07;137;66.73;;8.83;56.93;225.6;1.69;172.38;204;78;7.89;65.62;253.21;3.07;;;;;;;;93.29;130.25;47.25;12.86;53.18;223.08;1.25;189.38;246;200;12.73;65.55;185.17;2.14;171.92;186.24;200;11.43;62.68;198.65;1.99;172.03;190.68;139;10.54;63.41;212.29;2.26;23.47;24.48;83.51;56;23;19;9;3;46;102;28;13;8;1;4;2;27;55;28;10;11;1;5;1;19;47;20;12;3;1;4;0;26;46;36;11;16;1;5;3;20;56;194;112;65;4;6;96;61;29;2;3;98;51;36;2;3;27;18;9;0;0;76;57;15;0;1;51;28;15;1;3;40;9;26;3;2;159;35;105;7;42;23;4;2;1;3;1
30/06/2013;181;7;1;0;193.69;302;133;11.25;71.86;75.6;3;206.44;154.67;;10.45;57.79;114.13;2.2;172.31;337.33;200;15;73.31;256.21;2.07;137;66.73;;8.83;56.93;225.6;1.69;172.38;204;78;7.89;65.62;253.21;3.07;;;;;;;;200.07;228.34;133;10.85;64.83;94.87;2.6;190.81;264.67;166.5;12.23;67.65;148.65;2.42;177.36;215.18;166.5;11.38;64.97;167.89;2.24;24.83;24.64;84.52;52;15;14;6;4;70;122;28;4;7;10;5;2;41;69;24;11;7;3;1;2;29;53;26;8;6;7;4;1;36;62;26;7;8;6;2;3;34;60;231;126;85;1;8;101;51;42;1;3;130;75;43;0;5;20;13;7;0;0;86;59;19;0;2;61;41;16;0;1;64;13;43;1;5;181;50;117;9;50;35;5;3;;1;1
01/07/2013;182;1;0;0;191.63;278.83;88;11.67;64.64;122.43;2.4;193.69;302;133;11.25;71.86;75.6;3;206.44;154.67;;10.45;57.79;114.13;2.2;172.31;337.33;200;15;73.31;256.21;2.07;137;66.73;;8.83;56.93;225.6;1.69;172.38;204;78;7.89;65.62;253.21;3.07;192.66;290.42;110.5;11.46;68.25;99.02;2.7;197.25;245.17;110.5;11.12;64.76;104.05;2.53;191.02;268.21;140.33;12.09;66.9;142.09;2.42;24.56;24.68;88.88;57;24;17;7;4;82;139;31;11;10;4;3;3;52;83;26;13;7;1;4;1;30;56;21;7;8;2;3;1;47;68;36;17;9;3;4;3;35;71;168;81;68;1;5;71;36;28;0;3;97;45;40;1;2;15;13;2;0;0;66;47;13;0;0;35;14;14;0;3;52;7;39;1;2;125;43;78;3;34;34;3;2;;1;1
02/07/2013;183;2;0;0;117.36;32;;7.8;53.58;68.08;2.15;191.63;278.83;88;11.67;64.64;122.43;2.4;193.69;302;133;11.25;71.86;75.6;3;206.44;154.67;;10.45;57.79;114.13;2.2;172.31;337.33;200;15;73.31;256.21;2.07;137;66.73;;8.83;56.93;225.6;1.69;154.5;155.42;88;9.74;59.11;95.26;2.28;167.56;204.28;110.5;10.24;63.36;88.7;2.52;177.28;191.88;110.5;10.29;61.97;95.06;2.44;26.78;24.75;62.54;55;23;20;5;1;105;160;27;7;14;5;1;0;60;87;28;16;6;1;4;1;45;73;28;15;8;4;1;0;51;79;27;8;12;2;4;1;54;81;182;108;66;1;0;96;51;40;0;0;86;57;26;1;0;30;24;6;0;0;71;57;9;0;0;33;20;13;0;0;48;7;38;1;0;141;41;103;5;31;35;;;;1;1
03/07/2013;184;3;0;0;23.81;81.33;58.25;8.17;52.07;118.29;1;117.36;32;;7.8;53.58;68.08;2.15;191.63;278.83;88;11.67;64.64;122.43;2.4;193.69;302;133;11.25;71.86;75.6;3;206.44;154.67;;10.45;57.79;114.13;2.2;172.31;337.33;200;15;73.31;256.21;2.07;70.59;56.67;58.25;7.99;52.83;93.19;1.58;110.93;130.72;73.13;9.21;56.76;102.93;1.85;131.62;173.54;93.08;9.72;60.54;96.1;2.14;28.51;24.85;57.01;53;18;18;5;4;96;149;22;1;9;5;4;3;54;76;31;17;9;3;1;1;42;73;23;6;7;4;4;2;52;75;30;12;11;4;1;2;44;74;237;140;82;3;3;106;55;41;3;1;131;85;41;0;2;21;15;5;0;1;98;83;13;0;0;50;26;20;0;2;68;16;44;3;0;188;49;132;8;45;37;3;;2;1;1
04/07/2013;185;4;0;0;26.88;29.5;7.67;7.75;60.5;182.57;1.07;23.81;81.33;58.25;8.17;52.07;118.29;1;117.36;32;;7.8;53.58;68.08;2.15;191.63;278.83;88;11.67;64.64;122.43;2.4;193.69;302;133;11.25;71.86;75.6;3;206.44;154.67;;10.45;57.79;114.13;2.2;25.35;55.42;32.96;7.96;56.29;150.43;1.04;56.02;47.61;32.96;7.91;55.38;122.98;1.41;89.92;105.42;51.31;8.85;57.7;122.84;1.66;27.25;24.93;60.59;73;31;28;7;1;92;165;35;14;15;2;4;0;53;88;38;17;13;4;3;1;39;77;27;11;9;3;4;0;47;74;46;20;19;3;3;1;45;91;215;122;74;2;6;77;45;25;1;2;138;77;49;1;4;27;19;8;0;0;82;64;13;0;0;57;31;17;0;4;49;8;36;2;2;173;42;116;6;43;31;4;2;;2;1
05/07/2013;186;5;0;0;20.63;61.14;43;6.58;49.43;169.14;1;26.88;29.5;7.67;7.75;60.5;182.57;1.07;23.81;81.33;58.25;8.17;52.07;118.29;1;117.36;32;;7.8;53.58;68.08;2.15;191.63;278.83;88;11.67;64.64;122.43;2.4;193.69;302;133;11.25;71.86;75.6;3;23.76;45.32;25.34;7.17;54.97;175.86;1.04;23.77;57.32;36.31;7.5;54;156.67;1.02;47.17;50.99;36.31;7.58;53.9;134.52;1.31;27.35;25.11;59.06;49;24;12;7;4;65;114;22;11;3;1;5;2;34;56;27;13;9;1;2;2;31;58;20;8;5;0;5;2;34;54;29;16;7;2;2;2;31;60;233;148;57;3;8;114;75;26;2;5;119;73;31;1;3;33;25;7;0;0;87;73;9;0;0;66;42;14;0;4;47;8;27;3;4;195;38;141;7;34;23;5;3;;3;1
06/07/2013;187;6;1;0;51.81;87.07;43.5;10.92;61.5;215.64;1.2;20.63;61.14;43;6.58;49.43;169.14;1;26.88;29.5;7.67;7.75;60.5;182.57;1.07;23.81;81.33;58.25;8.17;52.07;118.29;1;117.36;32;;7.8;53.58;68.08;2.15;191.63;278.83;88;11.67;64.64;122.43;2.4;36.22;74.11;43.25;8.75;55.47;192.39;1.1;33.11;59.24;31.39;8.42;57.14;189.12;1.09;30.78;64.76;38.11;8.36;55.88;171.41;1.07;27.87;25.59;61.78;54;24;18;3;5;56;110;24;9;10;2;0;3;31;55;30;15;8;2;3;2;25;55;24;13;6;3;2;0;27;51;30;11;12;1;1;5;29;59;191;106;72;0;3;83;45;30;0;2;108;61;42;0;1;19;14;4;0;0;82;60;19;0;1;45;22;18;0;1;45;10;31;0;1;156;35;98;8;48;24;3;;;;1
07/07/2013;188;7;1;0;64.35;160.1;100.6;8.38;38.2;216.27;1.13;51.81;87.07;43.5;10.92;61.5;215.64;1.2;20.63;61.14;43;6.58;49.43;169.14;1;26.88;29.5;7.67;7.75;60.5;182.57;1.07;23.81;81.33;58.25;8.17;52.07;118.29;1;117.36;32;;7.8;53.58;68.08;2.15;58.08;123.59;72.05;9.65;49.85;215.96;1.17;45.6;102.77;62.37;8.63;49.71;200.35;1.11;40.92;84.45;48.69;8.41;52.41;195.91;1.1;26.95;25.82;72.09;55;26;19;2;1;60;115;22;10;11;0;0;1;37;59;33;16;8;7;2;0;23;56;24;15;7;1;1;0;22;46;31;11;12;6;1;1;38;69;204;121;65;5;5;100;56;32;4;2;104;65;33;1;3;21;9;12;0;0;95;74;15;0;1;48;31;12;0;3;40;7;26;5;1;172;32;117;4;43;22;4;1;;5;1
08/07/2013;189;1;0;0;117.19;123.17;34;5.33;48.43;175.36;1.6;64.35;160.1;100.6;8.38;38.2;216.27;1.13;51.81;87.07;43.5;10.92;61.5;215.64;1.2;20.63;61.14;43;6.58;49.43;169.14;1;26.88;29.5;7.67;7.75;60.5;182.57;1.07;23.81;81.33;58.25;8.17;52.07;118.29;1;90.77;141.64;67.3;6.86;43.32;195.82;1.37;77.78;123.45;59.37;8.21;49.38;202.42;1.31;63.5;107.87;55.28;7.8;49.39;194.1;1.23;25.4;25.91;82.28;61;26;16;6;2;69;130;28;13;9;4;2;0;41;69;33;13;7;7;4;2;28;61;32;16;5;6;4;1;32;64;29;10;11;5;2;1;37;66;171;94;59;3;6;71;32;32;1;3;100;62;27;2;3;14;10;4;0;0;79;62;13;0;1;31;15;12;1;1;47;7;30;2;4;135;36;89;5;33;26;5;1;1;2;1
09/07/2013;190;2;0;0;120.64;;;4.8;63.92;89.92;1.69;117.19;123.17;34;5.33;48.43;175.36;1.6;64.35;160.1;100.6;8.38;38.2;216.27;1.13;51.81;87.07;43.5;10.92;61.5;215.64;1.2;20.63;61.14;43;6.58;49.43;169.14;1;26.88;29.5;7.67;7.75;60.5;182.57;1.07;118.92;123.17;34;5.07;56.18;132.64;1.65;100.73;141.64;67.3;6.17;50.18;160.52;1.47;88.5;123.45;59.37;7.36;53.01;174.3;1.41;23.49;26.01;91.31;52;27;18;1;1;75;127;23;12;8;2;1;0;38;61;29;15;10;3;0;1;37;66;22;12;5;4;1;0;43;65;30;15;13;1;0;1;32;62;196;119;63;0;6;100;57;37;0;1;96;62;26;0;5;23;16;5;0;1;90;79;9;0;1;34;17;10;0;3;49;7;39;0;1;158;38;118;1;28;35;6;;;;1
10/07/2013;191;3;0;0;34.25;44.46;14.82;4.17;46.93;64.79;1.13;120.64;;;4.8;63.92;89.92;1.69;117.19;123.17;34;5.33;48.43;175.36;1.6;64.35;160.1;100.6;8.38;38.2;216.27;1.13;51.81;87.07;43.5;10.92;61.5;215.64;1.2;20.63;61.14;43;6.58;49.43;169.14;1;77.45;44.46;14.82;4.49;55.43;77.36;1.41;90.69;83.82;24.41;4.77;53.09;110.02;1.47;84.11;109.24;49.81;5.67;49.37;136.59;1.39;22.71;25.89;87.72;66;31;17;8;2;83;149;30;17;7;3;2;1;46;76;36;14;10;5;6;1;37;73;31;17;7;5;2;0;48;79;35;14;10;3;6;2;35;70;241;147;67;3;12;111;70;27;3;5;130;77;40;0;7;19;15;4;0;0;112;89;17;0;3;54;30;10;0;8;56;13;36;3;1;196;45;138;9;37;30;11;1;1;2;1
11/07/2013;192;4;0;0;33.27;65;31.6;4.2;54.83;54.83;1.23;34.25;44.46;14.82;4.17;46.93;64.79;1.13;120.64;;;4.8;63.92;89.92;1.69;117.19;123.17;34;5.33;48.43;175.36;1.6;64.35;160.1;100.6;8.38;38.2;216.27;1.13;51.81;87.07;43.5;10.92;61.5;215.64;1.2;33.76;54.73;23.21;4.19;50.88;59.81;1.18;62.72;54.73;23.21;4.39;55.23;69.85;1.35;76.34;77.54;26.81;4.63;53.53;96.23;1.41;23.62;25.68;81.09;76;36;25;7;3;87;163;34;14;10;4;4;2;51;85;42;22;15;1;3;1;36;78;29;14;9;1;4;1;41;70;47;22;16;4;3;2;46;93;221;119;82;1;12;101;57;35;1;6;120;62;47;0;6;17;9;8;0;0;83;68;12;0;2;56;30;17;0;5;65;12;45;1;5;167;54;110;9;43;39;7;5;1;;1
12/07/2013;193;5;0;0;63.31;79.14;47.25;4.64;52.85;232.08;1.21;33.27;65;31.6;4.2;54.83;54.83;1.23;34.25;44.46;14.82;4.17;46.93;64.79;1.13;120.64;;;4.8;63.92;89.92;1.69;117.19;123.17;34;5.33;48.43;175.36;1.6;64.35;160.1;100.6;8.38;38.2;216.27;1.13;48.29;72.07;39.43;4.42;53.84;143.46;1.22;43.61;62.87;31.22;4.34;51.54;117.23;1.19;62.87;62.87;31.22;4.45;54.63;110.41;1.32;25.26;25.66;78.28;70;24;26;6;4;86;156;34;10;11;6;3;4;47;81;36;14;15;4;3;0;39;75;31;12;12;4;1;2;49;80;39;12;14;6;5;2;37;76;238;125;97;3;8;107;58;41;1;4;131;67;56;2;4;25;18;6;0;0;105;71;30;0;0;57;31;22;1;3;51;5;39;2;5;196;42;124;1;63;34;3;5;1;2;1
13/07/2013;194;6;1;0;122.81;;;6.67;41.07;235.21;1.73;63.31;79.14;47.25;4.64;52.85;232.08;1.21;33.27;65;31.6;4.2;54.83;54.83;1.23;34.25;44.46;14.82;4.17;46.93;64.79;1.13;120.64;;;4.8;63.92;89.92;1.69;117.19;123.17;34;5.33;48.43;175.36;1.6;93.06;79.14;47.25;5.66;46.96;233.65;1.47;73.13;72.07;39.43;5.17;49.58;174.04;1.39;63.41;62.87;31.22;4.92;48.92;146.73;1.33;26.33;25.85;78.62;36;11;18;4;2;66;102;13;5;4;0;4;0;31;44;23;6;14;1;0;2;35;58;11;2;5;1;3;0;35;46;25;9;13;0;1;2;31;56;212;116;80;2;6;107;54;44;1;4;105;62;36;1;2;17;10;5;0;1;95;68;24;0;1;58;29;22;0;3;42;9;29;2;1;177;35;110;6;54;26;5;1;;2;1
14/07/2013;195;7;1;0;123.93;121.75;47;11.91;43.92;186.31;1.93;122.81;;;6.67;41.07;235.21;1.73;63.31;79.14;47.25;4.64;52.85;232.08;1.21;33.27;65;31.6;4.2;54.83;54.83;1.23;34.25;44.46;14.82;4.17;46.93;64.79;1.13;120.64;;;4.8;63.92;89.92;1.69;123.37;121.75;47;9.29;42.5;210.76;1.83;103.35;100.45;47.13;7.74;45.95;217.87;1.62;85.83;88.63;41.95;6.86;48.17;177.11;1.53;25.87;25.91;76.87;47;16;14;4;2;62;109;13;3;4;2;3;1;36;49;34;13;10;9;1;1;26;60;21;7;9;3;2;0;33;54;26;9;5;8;2;2;29;55;211;130;66;0;3;92;55;29;0;1;119;75;37;0;2;18;15;2;0;0;92;70;15;0;2;57;33;18;0;1;44;12;31;0;0;174;37;119;11;41;25;3;;;;1
15/07/2013;196;1;0;0;54.27;;;5;36.23;96.77;1.64;123.93;121.75;47;11.91;43.92;186.31;1.93;122.81;;;6.67;41.07;235.21;1.73;63.31;79.14;47.25;4.64;52.85;232.08;1.21;33.27;65;31.6;4.2;54.83;54.83;1.23;34.25;44.46;14.82;4.17;46.93;64.79;1.13;89.1;121.75;47;8.46;40.08;141.54;1.79;100.34;121.75;47;7.86;40.41;172.76;1.77;91.08;100.45;47.13;7.06;43.52;187.59;1.63;23.82;25.85;93.48;63;19;22;6;5;88;151;25;8;14;1;0;2;58;83;38;11;8;10;6;3;30;68;28;7;12;7;2;0;52;80;35;12;10;4;4;5;36;71;234;144;79;2;4;92;51;37;0;3;142;93;42;2;1;17;13;4;0;0;100;80;19;0;0;62;39;20;1;1;55;12;36;1;3;194;40;139;5;49;30;2;2;1;1;1
16/07/2013;197;2;0;0;33.75;20.44;11;5.83;38;87.86;1.07;54.27;;;5;36.23;96.77;1.64;123.93;121.75;47;11.91;43.92;186.31;1.93;122.81;;;6.67;41.07;235.21;1.73;63.31;79.14;47.25;4.64;52.85;232.08;1.21;33.27;65;31.6;4.2;54.83;54.83;1.23;44.01;20.44;11;5.42;37.12;92.32;1.36;70.65;71.1;29;7.58;39.38;123.65;1.55;83.69;71.1;29;7.35;39.81;151.54;1.59;26;25.79;63.07;64;28;15;8;2;83;147;30;12;9;5;3;1;52;82;34;16;6;6;5;1;31;65;33;11;8;8;4;2;40;73;31;17;7;3;4;0;43;74;243;151;73;1;7;113;68;35;0;6;130;83;38;1;1;23;14;8;0;0;98;78;16;0;1;67;49;13;0;3;55;10;36;1;3;194;49;143;8;40;33;4;3;;1;1
17/07/2013;198;3;0;0;35;79.25;45;8;58;187.21;1.07;33.75;20.44;11;5.83;38;87.86;1.07;54.27;;;5;36.23;96.77;1.64;123.93;121.75;47;11.91;43.92;186.31;1.93;122.81;;;6.67;41.07;235.21;1.73;63.31;79.14;47.25;4.64;52.85;232.08;1.21;34.38;49.85;28;6.92;48;137.54;1.07;41.01;49.85;28;6.28;44.08;123.95;1.26;61.74;73.81;34.33;7.69;44.04;139.54;1.43;25.59;25.59;62.74;69;35;23;6;2;87;156;32;13;12;1;4;2;49;81;37;22;11;2;2;0;38;75;32;18;10;0;3;1;39;71;37;17;13;3;3;1;48;85;270;166;82;2;9;120;68;41;1;4;150;98;41;1;5;24;15;8;0;1;113;89;15;0;3;71;47;17;0;4;62;15;42;2;1;222;48;160;6;45;37;8;1;;2;1
18/07/2013;199;4;0;0;118.94;;;11.5;48.86;180.36;1.93;35;79.25;45;8;58;187.21;1.07;33.75;20.44;11;5.83;38;87.86;1.07;54.27;;;5;36.23;96.77;1.64;123.93;121.75;47;11.91;43.92;186.31;1.93;122.81;;;6.67;41.07;235.21;1.73;76.97;79.25;45;9.75;53.43;183.79;1.5;62.56;49.85;28;8.44;48.29;151.81;1.36;60.49;49.85;28;7.58;45.27;138.05;1.43;24.9;25.41;80.65;72;28;22;10;3;94;166;35;15;11;4;5;0;51;86;37;13;11;5;5;3;43;80;27;13;6;3;5;0;45;72;45;15;16;6;5;3;49;94;255;147;92;2;7;110;65;36;1;3;145;82;56;1;4;18;15;3;0;0;120;85;31;0;2;54;37;14;0;1;63;10;44;2;4;207;48;140;7;58;34;3;4;1;1;1
19/07/2013;200;5;0;0;152.56;;;10.17;49.93;193.86;1.8;118.94;;;11.5;48.86;180.36;1.93;35;79.25;45;8;58;187.21;1.07;33.75;20.44;11;5.83;38;87.86;1.07;54.27;;;5;36.23;96.77;1.64;123.93;121.75;47;11.91;43.92;186.31;1.93;135.75;;;10.84;49.4;187.11;1.87;102.17;79.25;45;9.89;52.26;187.14;1.6;85.06;49.85;28;8.88;48.7;162.32;1.47;25.24;25.26;77.98;61;21;21;7;3;67;128;34;12;12;5;2;3;36;70;27;9;9;4;5;0;31;58;31;14;8;7;1;1;37;68;30;7;13;2;6;2;30;60;238;147;74;1;9;113;68;36;0;5;125;79;38;1;4;13;11;1;0;0;104;82;18;0;2;57;38;12;0;3;64;16;43;1;4;184;54;135;12;36;38;6;3;;1;1
20/07/2013;201;6;1;0;161.25;;;;;;;152.56;;;10.17;49.93;193.86;1.8;118.94;;;11.5;48.86;180.36;1.93;35;79.25;45;8;58;187.21;1.07;33.75;20.44;11;5.83;38;87.86;1.07;54.27;;;5;36.23;96.77;1.64;156.91;;;10.17;49.93;193.86;1.8;144.25;;;10.84;49.4;187.11;1.87;116.94;79.25;45;9.89;52.26;187.14;1.6;26.47;25.15;67.89;68;29;24;6;3;59;127;25;14;8;1;1;1;33;58;43;15;16;5;5;2;26;69;23;11;10;2;0;0;23;46;45;18;14;4;6;3;36;81;277;174;79;2;6;121;71;37;1;0;156;103;42;1;6;20;17;3;0;0;128;105;18;0;2;63;39;16;0;1;66;13;42;2;3;221;56;165;9;40;39;5;1;;2;1
21/07/2013;202;7;1;0;113.64;;;;;;;161.25;;;;;;;152.56;;;10.17;49.93;193.86;1.8;118.94;;;11.5;48.86;180.36;1.93;35;79.25;45;8;58;187.21;1.07;33.75;20.44;11;5.83;38;87.86;1.07;137.45;;;;;;;142.48;;;10.17;49.93;193.86;1.8;136.6;;;10.84;49.4;187.11;1.87;26.27;25.1;70.82;59;19;20;11;2;60;119;28;8;12;2;6;0;33;61;31;11;8;5;5;2;26;57;23;8;8;4;3;0;28;51;36;11;12;3;8;2;32;68;296;193;89;1;7;125;81;36;0;6;171;112;53;1;1;22;15;7;0;0;129;103;21;0;3;77;54;17;0;3;68;21;44;1;1;240;56;180;13;48;41;7;;;1;1
22/07/2013;203;1;0;0;135.5;;;;;;;113.64;;;;;;;161.25;;;;;;;152.56;;;10.17;49.93;193.86;1.8;118.94;;;11.5;48.86;180.36;1.93;35;79.25;45;8;58;187.21;1.07;124.57;;;;;;;136.8;;;;;;;140.74;;;10.17;49.93;193.86;1.8;25.56;25.11;72.54;77;30;28;7;2;91;168;39;15;16;5;2;1;49;88;38;15;12;5;5;1;42;80;38;15;10;8;4;1;48;86;39;15;18;2;3;1;43;82;298;164;116;1;6;156;87;60;1;2;142;77;56;0;4;22;19;3;0;0;130;90;32;0;0;80;39;37;0;2;66;16;44;1;4;245;53;152;12;79;37;3;3;;1;1
23/07/2013;204;2;0;0;55.56;;;;;;;135.5;;;;;;;113.64;;;;;;;161.25;;;;;;;152.56;;;10.17;49.93;193.86;1.8;118.94;;;11.5;48.86;180.36;1.93;95.53;;;;;;;101.57;;;;;;;116.49;;;;;;;25.63;25.25;70;69;27;24;11;1;97;166;23;12;7;1;3;0;65;88;46;15;17;5;8;1;32;78;32;19;9;3;0;1;40;72;37;8;15;3;11;0;57;94;278;173;87;1;5;116;66;41;1;2;162;107;46;0;3;18;17;1;0;0;114;93;13;0;1;76;47;26;0;0;70;16;47;1;4;228;50;164;9;50;37;2;3;;1;1
24/07/2013;205;3;0;0;172.31;;;;;;;55.56;;;;;;;135.5;;;;;;;113.64;;;;;;;161.25;;;;;;;152.56;;;10.17;49.93;193.86;1.8;113.94;;;;;;;121.12;;;;;;;119.25;;;;;;;28.06;25.64;60.93;52;25;14;2;1;85;137;20;8;9;3;0;0;48;68;32;17;5;7;2;1;37;69;27;13;5;7;2;0;41;68;25;12;9;3;0;1;44;69;247;158;82;1;3;96;51;42;0;2;151;107;40;1;1;9;7;2;0;0;119;93;23;0;2;62;42;18;0;1;57;16;39;1;0;203;44;146;12;51;31;3;;;1;1
25/07/2013;206;4;0;0;123.93;;;;;;;172.31;;;;;;;55.56;;;;;;;135.5;;;;;;;113.64;;;;;;;161.25;;;;;;;148.12;;;;;;;117.27;;;;;;;121.83;;;;;;;28.52;25.99;57.47;63;16;31;3;4;69;132;36;9;19;3;2;3;45;81;27;7;12;6;1;1;24;51;28;8;11;4;3;2;30;58;35;8;20;5;0;2;39;74;275;163;95;0;3;137;77;51;0;1;138;86;44;0;2;16;12;4;0;0;120;92;20;0;0;70;43;23;0;1;69;16;48;0;2;213;62;151;12;49;46;1;2;;;1
26/07/2013;207;5;0;0;35;;;;;;;123.93;;;;;;;172.31;;;;;;;55.56;;;;;;;135.5;;;;;;;113.64;;;;;;;79.47;;;;;;;110.41;;;;;;;96.7;;;;;;;25.32;26;75.69;63;27;20;2;4;96;159;26;13;8;3;1;1;56;82;37;14;12;7;1;3;40;77;23;11;7;4;1;0;49;72;40;16;13;6;1;4;47;87;242;140;88;1;4;116;66;42;0;1;126;74;46;1;3;11;9;2;0;0;106;78;22;0;1;58;35;18;0;2;67;18;46;1;1;194;48;132;8;50;38;3;1;;1;1
27/07/2013;208;6;1;0;117.19;;;;;;;35;;;;;;;123.93;;;;;;;172.31;;;;;;;55.56;;;;;;;135.5;;;;;;;76.1;;;;;;;92.04;;;;;;;112.11;;;;;;;24.47;25.88;88.53;70;24;27;5;1;59;129;33;12;16;2;2;1;29;62;37;12;11;11;3;0;30;67;30;9;9;9;3;0;28;58;40;15;18;4;2;1;31;71;324;199;109;2;5;138;85;46;1;2;185;114;62;1;3;15;11;4;0;0;159;123;28;0;2;59;37;19;0;1;91;28;58;2;2;252;72;184;15;56;53;4;1;;2;1
