,Area,Item,Element,Year,Months,Unit,Value
646,Poland,"Meat, chicken",Producer Price (USD/tonne),2008,Annual value,USD,1906.9
647,Poland,"Meat, chicken",Producer Price (USD/tonne),2009,Annual value,USD,1570.0
648,Poland,"Meat, chicken",Producer Price (USD/tonne),2010,Annual value,USD,1540.5
649,Poland,"Meat, chicken",Producer Price (USD/tonne),2011,Annual value,USD,1813.8
650,Poland,"Meat, chicken",Producer Price (USD/tonne),2012,Annual value,USD,1718.3
651,Poland,"Meat, chicken",Producer Price (USD/tonne),2013,Annual value,USD,1775.0
652,Poland,"Meat, chicken",Producer Price (USD/tonne),2014,Annual value,USD,1700.3
653,Poland,"Meat, chicken",Producer Price (USD/tonne),2015,Annual value,USD,1344.5
654,Portugal,Apples,Producer Price (USD/tonne),2008,Annual value,USD,960.0
655,Portugal,Apples,Producer Price (USD/tonne),2009,Annual value,USD,801.0
656,Portugal,Apples,Producer Price (USD/tonne),2010,Annual value,USD,783.1
657,Portugal,Apples,Producer Price (USD/tonne),2011,Annual value,USD,900.4
658,Portugal,Apples,Producer Price (USD/tonne),2012,Annual value,USD,802.8
659,Portugal,Apples,Producer Price (USD/tonne),2013,Annual value,USD,922.8
660,Portugal,Apples,Producer Price (USD/tonne),2014,Annual value,USD,782.1
661,Portugal,Apples,Producer Price (USD/tonne),2015,Annual value,USD,638.7
662,Portugal,Apples,Producer Price (USD/tonne),2016,Annual value,USD,708.4
663,Portugal,Apples,Producer Price (USD/tonne),2017,Annual value,USD,793.8
664,Portugal,Apples,Producer Price (USD/tonne),2018,Annual value,USD,816.2
665,Portugal,Cucumbers and gherkins,Producer Price (USD/tonne),2008,Annual value,USD,796.9
666,Portugal,Cucumbers and gherkins,Producer Price (USD/tonne),2009,Annual value,USD,427.9
667,Portugal,Cucumbers and gherkins,Producer Price (USD/tonne),2010,Annual value,USD,731.6
668,Portugal,Cucumbers and gherkins,Producer Price (USD/tonne),2011,Annual value,USD,545.9
669,Portugal,Cucumbers and gherkins,Producer Price (USD/tonne),2012,Annual value,USD,552.7
670,Portugal,Cucumbers and gherkins,Producer Price (USD/tonne),2013,Annual value,USD,637.6
671,Portugal,Cucumbers and gherkins,Producer Price (USD/tonne),2014,Annual value,USD,641.9
672,Portugal,Cucumbers and gherkins,Producer Price (USD/tonne),2015,Annual value,USD,508.4
673,Portugal,Cucumbers and gherkins,Producer Price (USD/tonne),2016,Annual value,USD,573.3
674,Portugal,Cucumbers and gherkins,Producer Price (USD/tonne),2017,Annual value,USD,668.4
675,Portugal,Cucumbers and gherkins,Producer Price (USD/tonne),2018,Annual value,USD,771.6
676,Portugal,"Meat, chicken",Producer Price (USD/tonne),2008,Annual value,USD,1064.8
677,Portugal,"Meat, chicken",Producer Price (USD/tonne),2009,Annual value,USD,1015.2
678,Portugal,"Meat, chicken",Producer Price (USD/tonne),2010,Annual value,USD,763.6
679,Portugal,"Meat, chicken",Producer Price (USD/tonne),2011,Annual value,USD,975.5
680,Portugal,"Meat, chicken",Producer Price (USD/tonne),2012,Annual value,USD,979.7
681,Portugal,"Meat, chicken",Producer Price (USD/tonne),2013,Annual value,USD,883.2
682,Portugal,"Meat, chicken",Producer Price (USD/tonne),2014,Annual value,USD,977.7
683,Portugal,"Meat, chicken",Producer Price (USD/tonne),2015,Annual value,USD,719.1
684,Romania,Apples,Producer Price (USD/tonne),2008,Annual value,USD,1040.2
685,Romania,Apples,Producer Price (USD/tonne),2009,Annual value,USD,728.0
686,Romania,Apples,Producer Price (USD/tonne),2010,Annual value,USD,679.7
687,Romania,Apples,Producer Price (USD/tonne),2011,Annual value,USD,859.4
688,Romania,Apples,Producer Price (USD/tonne),2012,Annual value,USD,772.7
689,Romania,Apples,Producer Price (USD/tonne),2013,Annual value,USD,838.4
690,Romania,Apples,Producer Price (USD/tonne),2014,Annual value,USD,821.1
691,Romania,Apples,Producer Price (USD/tonne),2015,Annual value,USD,666.6
692,Romania,Apples,Producer Price (USD/tonne),2016,Annual value,USD,657.8
693,Romania,Apples,Producer Price (USD/tonne),2017,Annual value,USD,683.5
694,Romania,Apples,Producer Price (USD/tonne),2018,Annual value,USD,682.5
695,Romania,Cucumbers and gherkins,Producer Price (USD/tonne),2008,Annual value,USD,861.5
696,Romania,Cucumbers and gherkins,Producer Price (USD/tonne),2009,Annual value,USD,590.3
697,Romania,Cucumbers and gherkins,Producer Price (USD/tonne),2010,Annual value,USD,673.4
698,Romania,Cucumbers and gherkins,Producer Price (USD/tonne),2011,Annual value,USD,593.7
699,Romania,Cucumbers and gherkins,Producer Price (USD/tonne),2012,Annual value,USD,634.3
700,Romania,Cucumbers and gherkins,Producer Price (USD/tonne),2013,Annual value,USD,649.1
701,Romania,Cucumbers and gherkins,Producer Price (USD/tonne),2014,Annual value,USD,647.9
702,Romania,Cucumbers and gherkins,Producer Price (USD/tonne),2015,Annual value,USD,511.8
703,Romania,Cucumbers and gherkins,Producer Price (USD/tonne),2016,Annual value,USD,618.4
704,Romania,Cucumbers and gherkins,Producer Price (USD/tonne),2017,Annual value,USD,587.3
705,Romania,Cucumbers and gherkins,Producer Price (USD/tonne),2018,Annual value,USD,657.1
706,Romania,"Meat, chicken",Producer Price (USD/tonne),2008,Annual value,USD,2354.2
707,Romania,"Meat, chicken",Producer Price (USD/tonne),2009,Annual value,USD,2046.4
708,Romania,"Meat, chicken",Producer Price (USD/tonne),2010,Annual value,USD,1935.2
709,Romania,"Meat, chicken",Producer Price (USD/tonne),2011,Annual value,USD,2168.2
710,Romania,"Meat, chicken",Producer Price (USD/tonne),2012,Annual value,USD,2035.6
711,Romania,"Meat, chicken",Producer Price (USD/tonne),2013,Annual value,USD,2379.9
712,Romania,"Meat, chicken",Producer Price (USD/tonne),2014,Annual value,USD,2323.0
713,Romania,"Meat, chicken",Producer Price (USD/tonne),2015,Annual value,USD,1834.9
714,Romania,"Meat, chicken",Producer Price (USD/tonne),2016,Annual value,USD,1813.2
715,Romania,"Meat, chicken",Producer Price (USD/tonne),2017,Annual value,USD,1806.3
716,Romania,"Meat, chicken",Producer Price (USD/tonne),2018,Annual value,USD,1862.2
717,Romania,Soybeans,Producer Price (USD/tonne),2008,Annual value,USD,385.1
718,Romania,Soybeans,Producer Price (USD/tonne),2009,Annual value,USD,314.8
719,Romania,Soybeans,Producer Price (USD/tonne),2010,Annual value,USD,387.0
720,Romania,Soybeans,Producer Price (USD/tonne),2011,Annual value,USD,426.4
721,Romania,Soybeans,Producer Price (USD/tonne),2012,Annual value,USD,493.1
722,Romania,Soybeans,Producer Price (USD/tonne),2013,Annual value,USD,549.9
723,Romania,Soybeans,Producer Price (USD/tonne),2014,Annual value,USD,427.0
724,Romania,Soybeans,Producer Price (USD/tonne),2015,Annual value,USD,332.0
725,Romania,Soybeans,Producer Price (USD/tonne),2016,Annual value,USD,342.4
726,Romania,Soybeans,Producer Price (USD/tonne),2017,Annual value,USD,330.7
727,Romania,Soybeans,Producer Price (USD/tonne),2018,Annual value,USD,342.5
728,Slovakia,Apples,Producer Price (USD/tonne),2008,Annual value,USD,534.3
729,Slovakia,Apples,Producer Price (USD/tonne),2009,Annual value,USD,470.6
730,Slovakia,Apples,Producer Price (USD/tonne),2010,Annual value,USD,521.7
731,Slovakia,Apples,Producer Price (USD/tonne),2011,Annual value,USD,551.9
732,Slovakia,Apples,Producer Price (USD/tonne),2012,Annual value,USD,505.0
733,Slovakia,Apples,Producer Price (USD/tonne),2013,Annual value,USD,481.2
734,Slovakia,Apples,Producer Price (USD/tonne),2014,Annual value,USD,464.6
735,Slovakia,Apples,Producer Price (USD/tonne),2015,Annual value,USD,369.6
736,Slovakia,Apples,Producer Price (USD/tonne),2016,Annual value,USD,384.1
737,Slovakia,Apples,Producer Price (USD/tonne),2017,Annual value,USD,470.5
738,Slovakia,Apples,Producer Price (USD/tonne),2018,Annual value,USD,453.1
739,Slovakia,Cucumbers and gherkins,Producer Price (USD/tonne),2008,Annual value,USD,1050.0
740,Slovakia,Cucumbers and gherkins,Producer Price (USD/tonne),2009,Annual value,USD,839.3
741,Slovakia,Cucumbers and gherkins,Producer Price (USD/tonne),2010,Annual value,USD,825.7
742,Slovakia,Cucumbers and gherkins,Producer Price (USD/tonne),2011,Annual value,USD,847.0
743,Slovakia,Cucumbers and gherkins,Producer Price (USD/tonne),2012,Annual value,USD,788.5
744,Slovakia,Cucumbers and gherkins,Producer Price (USD/tonne),2013,Annual value,USD,846.9
745,Slovakia,Cucumbers and gherkins,Producer Price (USD/tonne),2014,Annual value,USD,874.7
746,Slovakia,Cucumbers and gherkins,Producer Price (USD/tonne),2015,Annual value,USD,720.0
747,Slovakia,Cucumbers and gherkins,Producer Price (USD/tonne),2016,Annual value,USD,591.1
748,Slovakia,Cucumbers and gherkins,Producer Price (USD/tonne),2017,Annual value,USD,598.4
749,Slovakia,Cucumbers and gherkins,Producer Price (USD/tonne),2018,Annual value,USD,708.8
750,Slovakia,"Meat, chicken",Producer Price (USD/tonne),2008,Annual value,USD,1965.2
751,Slovakia,"Meat, chicken",Producer Price (USD/tonne),2009,Annual value,USD,1573.1
752,Slovakia,"Meat, chicken",Producer Price (USD/tonne),2010,Annual value,USD,1491.7
753,Slovakia,"Meat, chicken",Producer Price (USD/tonne),2011,Annual value,USD,1810.7
754,Slovakia,"Meat, chicken",Producer Price (USD/tonne),2012,Annual value,USD,1721.2
755,Slovakia,"Meat, chicken",Producer Price (USD/tonne),2013,Annual value,USD,1893.9
756,Slovakia,"Meat, chicken",Producer Price (USD/tonne),2014,Annual value,USD,1749.1
757,Slovakia,"Meat, chicken",Producer Price (USD/tonne),2015,Annual value,USD,1381.5
758,Slovakia,Soybeans,Producer Price (USD/tonne),2008,Annual value,USD,439.1
759,Slovakia,Soybeans,Producer Price (USD/tonne),2009,Annual value,USD,381.7
760,Slovakia,Soybeans,Producer Price (USD/tonne),2010,Annual value,USD,419.0
761,Slovakia,Soybeans,Producer Price (USD/tonne),2011,Annual value,USD,471.6
762,Slovakia,Soybeans,Producer Price (USD/tonne),2012,Annual value,USD,549.7
763,Slovakia,Soybeans,Producer Price (USD/tonne),2013,Annual value,USD,510.4
764,Slovakia,Soybeans,Producer Price (USD/tonne),2014,Annual value,USD,456.3
765,Slovakia,Soybeans,Producer Price (USD/tonne),2015,Annual value,USD,360.3
766,Slovakia,Soybeans,Producer Price (USD/tonne),2016,Annual value,USD,360.3
767,Slovakia,Soybeans,Producer Price (USD/tonne),2017,Annual value,USD,385.0
768,Slovakia,Soybeans,Producer Price (USD/tonne),2018,Annual value,USD,398.3
769,Slovenia,Apples,Producer Price (USD/tonne),2008,Annual value,USD,867.5
770,Slovenia,Apples,Producer Price (USD/tonne),2009,Annual value,USD,603.6
771,Slovenia,Apples,Producer Price (USD/tonne),2010,Annual value,USD,543.8
772,Slovenia,Apples,Producer Price (USD/tonne),2011,Annual value,USD,628.3
773,Slovenia,Apples,Producer Price (USD/tonne),2012,Annual value,USD,608.5
774,Slovenia,Apples,Producer Price (USD/tonne),2013,Annual value,USD,763.7
775,Slovenia,Apples,Producer Price (USD/tonne),2014,Annual value,USD,543.8
776,Slovenia,Apples,Producer Price (USD/tonne),2015,Annual value,USD,511.4
777,Slovenia,Apples,Producer Price (USD/tonne),2016,Annual value,USD,547.4
778,Slovenia,Apples,Producer Price (USD/tonne),2017,Annual value,USD,708.3
779,Slovenia,Apples,Producer Price (USD/tonne),2018,Annual value,USD,462.0
780,Slovenia,Cucumbers and gherkins,Producer Price (USD/tonne),2008,Annual value,USD,537.9
781,Slovenia,Cucumbers and gherkins,Producer Price (USD/tonne),2009,Annual value,USD,597.5
782,Slovenia,Cucumbers and gherkins,Producer Price (USD/tonne),2010,Annual value,USD,594.1
783,Slovenia,Cucumbers and gherkins,Producer Price (USD/tonne),2011,Annual value,USD,481.8
784,Slovenia,Cucumbers and gherkins,Producer Price (USD/tonne),2012,Annual value,USD,593.1
785,Slovenia,Cucumbers and gherkins,Producer Price (USD/tonne),2013,Annual value,USD,775.3
786,Slovenia,Cucumbers and gherkins,Producer Price (USD/tonne),2014,Annual value,USD,625.6
787,Slovenia,Cucumbers and gherkins,Producer Price (USD/tonne),2015,Annual value,USD,500.6
788,Slovenia,Cucumbers and gherkins,Producer Price (USD/tonne),2016,Annual value,USD,497.9
789,Slovenia,Cucumbers and gherkins,Producer Price (USD/tonne),2017,Annual value,USD,469.9
790,Slovenia,Cucumbers and gherkins,Producer Price (USD/tonne),2018,Annual value,USD,591.4
791,Slovenia,"Meat, chicken",Producer Price (USD/tonne),2008,Annual value,USD,2205.1
792,Slovenia,"Meat, chicken",Producer Price (USD/tonne),2009,Annual value,USD,1981.0
793,Slovenia,"Meat, chicken",Producer Price (USD/tonne),2010,Annual value,USD,1885.5
794,Slovenia,"Meat, chicken",Producer Price (USD/tonne),2011,Annual value,USD,2119.8
795,Slovenia,"Meat, chicken",Producer Price (USD/tonne),2012,Annual value,USD,1956.7
796,Slovenia,"Meat, chicken",Producer Price (USD/tonne),2013,Annual value,USD,2177.6
797,Slovenia,"Meat, chicken",Producer Price (USD/tonne),2014,Annual value,USD,2037.6
798,Slovenia,"Meat, chicken",Producer Price (USD/tonne),2015,Annual value,USD,1591.8
799,Slovenia,Soybeans,Producer Price (USD/tonne),2011,Annual value,USD,486.5
800,Slovenia,Soybeans,Producer Price (USD/tonne),2012,Annual value,USD,513.3
801,Slovenia,Soybeans,Producer Price (USD/tonne),2013,Annual value,USD,506.8
802,Slovenia,Soybeans,Producer Price (USD/tonne),2014,Annual value,USD,426.9
803,Slovenia,Soybeans,Producer Price (USD/tonne),2015,Annual value,USD,325.2
804,Slovenia,Soybeans,Producer Price (USD/tonne),2016,Annual value,USD,348.4
805,Slovenia,Soybeans,Producer Price (USD/tonne),2017,Annual value,USD,359.9
806,Slovenia,Soybeans,Producer Price (USD/tonne),2018,Annual value,USD,367.2
807,Spain,Apples,Producer Price (USD/tonne),2008,Annual value,USD,574.1
808,Spain,Apples,Producer Price (USD/tonne),2009,Annual value,USD,415.4
809,Spain,Apples,Producer Price (USD/tonne),2010,Annual value,USD,456.4
810,Spain,Apples,Producer Price (USD/tonne),2011,Annual value,USD,475.7
811,Spain,Apples,Producer Price (USD/tonne),2012,Annual value,USD,558.1
812,Spain,Apples,Producer Price (USD/tonne),2013,Annual value,USD,648.3
813,Spain,Apples,Producer Price (USD/tonne),2014,Annual value,USD,464.5
814,Spain,Apples,Producer Price (USD/tonne),2015,Annual value,USD,418.5
815,Spain,Apples,Producer Price (USD/tonne),2016,Annual value,USD,475.9
816,Spain,Apples,Producer Price (USD/tonne),2017,Annual value,USD,493.8
817,Spain,Apples,Producer Price (USD/tonne),2018,Annual value,USD,638.2
818,Spain,Cucumbers and gherkins,Producer Price (USD/tonne),2008,Annual value,USD,650.5
819,Spain,Cucumbers and gherkins,Producer Price (USD/tonne),2009,Annual value,USD,588.9
820,Spain,Cucumbers and gherkins,Producer Price (USD/tonne),2010,Annual value,USD,641.4
821,Spain,Cucumbers and gherkins,Producer Price (USD/tonne),2011,Annual value,USD,516.4
822,Spain,Cucumbers and gherkins,Producer Price (USD/tonne),2012,Annual value,USD,513.2
823,Spain,Cucumbers and gherkins,Producer Price (USD/tonne),2013,Annual value,USD,648.6
824,Spain,Cucumbers and gherkins,Producer Price (USD/tonne),2014,Annual value,USD,617.5
825,Spain,Cucumbers and gherkins,Producer Price (USD/tonne),2015,Annual value,USD,645.3
826,Spain,Cucumbers and gherkins,Producer Price (USD/tonne),2016,Annual value,USD,572.5
827,Spain,Cucumbers and gherkins,Producer Price (USD/tonne),2017,Annual value,USD,631.6
828,Spain,Cucumbers and gherkins,Producer Price (USD/tonne),2018,Annual value,USD,644.8
829,Spain,"Meat, chicken",Producer Price (USD/tonne),2008,Annual value,USD,1999.4
830,Spain,"Meat, chicken",Producer Price (USD/tonne),2009,Annual value,USD,1863.2
831,Spain,"Meat, chicken",Producer Price (USD/tonne),2010,Annual value,USD,1723.9
832,Spain,"Meat, chicken",Producer Price (USD/tonne),2011,Annual value,USD,2137.3
833,Spain,"Meat, chicken",Producer Price (USD/tonne),2012,Annual value,USD,2140.4
834,Spain,"Meat, chicken",Producer Price (USD/tonne),2013,Annual value,USD,2138.4
835,Spain,"Meat, chicken",Producer Price (USD/tonne),2014,Annual value,USD,1526.3
836,Spain,"Meat, chicken",Producer Price (USD/tonne),2015,Annual value,USD,1227.7
837,Spain,"Meat, chicken",Producer Price (USD/tonne),2016,Annual value,USD,1142.0
838,Spain,"Meat, chicken",Producer Price (USD/tonne),2017,Annual value,USD,1305.8
839,Spain,"Meat, chicken",Producer Price (USD/tonne),2018,Annual value,USD,1367.2
840,Spain,Soybeans,Producer Price (USD/tonne),2008,Annual value,USD,399.9
841,Spain,Soybeans,Producer Price (USD/tonne),2009,Annual value,USD,428.6
842,Spain,Soybeans,Producer Price (USD/tonne),2010,Annual value,USD,432.8
843,Spain,Soybeans,Producer Price (USD/tonne),2011,Annual value,USD,467.2
844,Spain,Soybeans,Producer Price (USD/tonne),2012,Annual value,USD,567.0
845,Spain,Soybeans,Producer Price (USD/tonne),2013,Annual value,USD,589.1
846,Spain,Soybeans,Producer Price (USD/tonne),2014,Annual value,USD,654.9
847,Spain,Soybeans,Producer Price (USD/tonne),2015,Annual value,USD,528.3
848,Spain,Soybeans,Producer Price (USD/tonne),2016,Annual value,USD,507.8
849,Spain,Soybeans,Producer Price (USD/tonne),2017,Annual value,USD,512.8
850,Spain,Soybeans,Producer Price (USD/tonne),2018,Annual value,USD,566.0
851,Sweden,Apples,Producer Price (USD/tonne),2008,Annual value,USD,870.9
852,Sweden,Apples,Producer Price (USD/tonne),2009,Annual value,USD,717.3
853,Sweden,Apples,Producer Price (USD/tonne),2010,Annual value,USD,897.7
854,Sweden,Apples,Producer Price (USD/tonne),2011,Annual value,USD,917.8
855,Sweden,Apples,Producer Price (USD/tonne),2012,Annual value,USD,987.5
856,Sweden,Apples,Producer Price (USD/tonne),2013,Annual value,USD,941.1
857,Sweden,Apples,Producer Price (USD/tonne),2014,Annual value,USD,903.7
858,Sweden,Apples,Producer Price (USD/tonne),2015,Annual value,USD,745.1
859,Sweden,Apples,Producer Price (USD/tonne),2016,Annual value,USD,676.4
860,Sweden,Apples,Producer Price (USD/tonne),2017,Annual value,USD,959.9
861,Sweden,Apples,Producer Price (USD/tonne),2018,Annual value,USD,1009.7
862,Sweden,Cucumbers and gherkins,Producer Price (USD/tonne),2008,Annual value,USD,986.2
863,Sweden,Cucumbers and gherkins,Producer Price (USD/tonne),2011,Annual value,USD,1285.9
864,Sweden,Cucumbers and gherkins,Producer Price (USD/tonne),2012,Annual value,USD,1455.3
865,Sweden,Cucumbers and gherkins,Producer Price (USD/tonne),2013,Annual value,USD,1440.0
866,Sweden,Cucumbers and gherkins,Producer Price (USD/tonne),2014,Annual value,USD,1256.4
867,Sweden,Cucumbers and gherkins,Producer Price (USD/tonne),2015,Annual value,USD,1145.6
868,Sweden,Cucumbers and gherkins,Producer Price (USD/tonne),2016,Annual value,USD,1259.4
869,Sweden,Cucumbers and gherkins,Producer Price (USD/tonne),2017,Annual value,USD,1260.6
870,Sweden,Cucumbers and gherkins,Producer Price (USD/tonne),2018,Annual value,USD,1351.6
871,Sweden,"Meat, chicken",Producer Price (USD/tonne),2008,Annual value,USD,1878.8
872,Sweden,"Meat, chicken",Producer Price (USD/tonne),2009,Annual value,USD,1537.4
873,Sweden,"Meat, chicken",Producer Price (USD/tonne),2010,Annual value,USD,1632.6
874,Sweden,"Meat, chicken",Producer Price (USD/tonne),2011,Annual value,USD,2014.6
875,Sweden,"Meat, chicken",Producer Price (USD/tonne),2012,Annual value,USD,1933.0
876,United Kingdom of Great Britain and Northern Ireland,Apples,Producer Price (USD/tonne),2008,Annual value,USD,1108.5
877,United Kingdom of Great Britain and Northern Ireland,Apples,Producer Price (USD/tonne),2009,Annual value,USD,978.3
878,United Kingdom of Great Britain and Northern Ireland,Apples,Producer Price (USD/tonne),2010,Annual value,USD,1018.3
879,United Kingdom of Great Britain and Northern Ireland,Apples,Producer Price (USD/tonne),2011,Annual value,USD,1134.4
880,United Kingdom of Great Britain and Northern Ireland,Apples,Producer Price (USD/tonne),2012,Annual value,USD,1271.6
881,United Kingdom of Great Britain and Northern Ireland,Apples,Producer Price (USD/tonne),2013,Annual value,USD,1221.0
882,United Kingdom of Great Britain and Northern Ireland,Apples,Producer Price (USD/tonne),2014,Annual value,USD,1163.3
883,United Kingdom of Great Britain and Northern Ireland,Apples,Producer Price (USD/tonne),2015,Annual value,USD,1016.0
884,United Kingdom of Great Britain and Northern Ireland,Apples,Producer Price (USD/tonne),2016,Annual value,USD,930.3
885,United Kingdom of Great Britain and Northern Ireland,Apples,Producer Price (USD/tonne),2017,Annual value,USD,1054.1
886,United Kingdom of Great Britain and Northern Ireland,Apples,Producer Price (USD/tonne),2018,Annual value,USD,1343.4
887,United Kingdom of Great Britain and Northern Ireland,Cucumbers and gherkins,Producer Price (USD/tonne),2008,Annual value,USD,1174.7
888,United Kingdom of Great Britain and Northern Ireland,Cucumbers and gherkins,Producer Price (USD/tonne),2009,Annual value,USD,1014.1
889,United Kingdom of Great Britain and Northern Ireland,Cucumbers and gherkins,Producer Price (USD/tonne),2010,Annual value,USD,1234.6
890,United Kingdom of Great Britain and Northern Ireland,Cucumbers and gherkins,Producer Price (USD/tonne),2011,Annual value,USD,1014.2
891,United Kingdom of Great Britain and Northern Ireland,Cucumbers and gherkins,Producer Price (USD/tonne),2012,Annual value,USD,1189.5
892,United Kingdom of Great Britain and Northern Ireland,Cucumbers and gherkins,Producer Price (USD/tonne),2013,Annual value,USD,1210.0
893,United Kingdom of Great Britain and Northern Ireland,Cucumbers and gherkins,Producer Price (USD/tonne),2014,Annual value,USD,1148.5
894,United Kingdom of Great Britain and Northern Ireland,Cucumbers and gherkins,Producer Price (USD/tonne),2015,Annual value,USD,1228.3
895,United Kingdom of Great Britain and Northern Ireland,Cucumbers and gherkins,Producer Price (USD/tonne),2016,Annual value,USD,1095.0
896,United Kingdom of Great Britain and Northern Ireland,Cucumbers and gherkins,Producer Price (USD/tonne),2017,Annual value,USD,1047.6
897,United Kingdom of Great Britain and Northern Ireland,Cucumbers and gherkins,Producer Price (USD/tonne),2018,Annual value,USD,1218.0
898,United Kingdom of Great Britain and Northern Ireland,"Meat, chicken",Producer Price (USD/tonne),2008,Annual value,USD,1792.0
899,United Kingdom of Great Britain and Northern Ireland,"Meat, chicken",Producer Price (USD/tonne),2009,Annual value,USD,1529.8
900,United Kingdom of Great Britain and Northern Ireland,"Meat, chicken",Producer Price (USD/tonne),2010,Annual value,USD,1624.0
