Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,z_is_good,cut_nb,clarity_nb,color_nb
25205,2.07,Premium,J,VS2,61.5,59.0,13800,8.2,8.16,5.03,True,3,3,0
25206,1.24,Ideal,D,VVS2,62.6,55.0,13803,6.89,6.94,4.33,True,4,5,6
25207,2.09,Ideal,I,SI2,61.2,57.0,13807,8.19,8.27,5.04,True,4,1,1
25208,1.52,Ideal,G,VS2,62.8,54.0,13809,7.3,7.36,4.61,True,4,3,3
25209,1.51,Very Good,G,VS1,63.3,53.0,13811,7.33,7.26,4.62,True,2,4,3
25210,2.01,Premium,D,SI2,59.1,60.0,13811,8.31,8.21,4.88,True,3,1,6
25211,1.51,Ideal,G,VS1,62.8,56.0,13811,7.29,7.24,4.56,True,4,4,3
25212,1.51,Very Good,G,VS1,63.1,60.0,13811,7.3,7.24,4.59,True,2,4,3
25213,1.51,Premium,G,VS1,62.5,58.0,13811,7.27,7.23,4.53,True,3,4,3
25214,2.18,Very Good,J,SI1,62.9,59.0,13812,8.21,8.25,5.18,True,2,2,0
25215,2.02,Premium,J,VS2,62.0,59.0,13812,8.08,8.06,5.0,True,3,3,0
25216,1.82,Premium,I,VS1,61.4,60.0,13813,7.8,7.83,4.8,True,3,4,1
25217,1.51,Ideal,G,VS1,61.7,54.0,13818,7.36,7.41,4.56,True,4,4,3
25218,1.71,Very Good,F,VS2,63.5,59.0,13818,7.51,7.46,4.75,True,2,3,4
25219,1.51,Good,F,VS2,62.0,59.0,13819,7.18,7.37,4.51,True,1,3,4
25220,1.5,Ideal,G,VS1,61.3,53.9,13820,7.37,7.42,4.53,True,4,4,3
25221,2.0,Premium,I,SI2,60.7,61.0,13820,8.09,8.03,4.89,True,3,1,1
25222,1.7,Ideal,H,VS1,62.4,55.0,13823,7.61,7.69,4.77,True,4,4,2
25223,1.27,Ideal,F,VVS2,61.0,57.0,13823,6.98,7.02,4.27,True,4,5,4
25224,1.22,Premium,E,VVS1,61.1,60.0,13824,6.87,6.85,4.19,True,3,6,5
25225,2.04,Very Good,J,VS2,62.4,57.0,13825,8.04,8.19,5.06,True,2,3,0
25226,2.14,Fair,F,SI2,64.8,60.0,13825,8.11,8.0,5.22,True,0,1,4
25227,2.24,Premium,J,SI2,62.2,59.0,13827,8.37,8.33,5.19,True,3,1,0
25228,1.51,Premium,G,VVS2,62.9,60.0,13828,7.3,7.21,4.56,True,3,5,3
25229,1.51,Ideal,G,VS2,62.3,54.0,13828,7.35,7.33,4.57,True,4,3,3
25230,1.51,Premium,G,VS2,61.1,58.0,13828,7.42,7.38,4.45,False,3,3,3
25231,2.31,Premium,H,SI2,59.2,61.0,13831,8.65,8.57,5.1,True,3,1,2
25232,2.01,Premium,I,SI2,62.6,56.0,13833,8.1,8.0,5.04,True,3,1,1
25233,1.59,Ideal,H,VS1,60.7,56.0,13839,7.54,7.58,4.59,True,4,4,2
25234,2.14,Ideal,I,VS2,62.2,57.0,13844,8.22,8.19,5.1,True,4,3,1
25235,2.07,Premium,H,SI1,61.1,58.0,13844,8.27,8.2,5.03,True,3,2,2
25236,1.5,Good,E,VS2,63.9,58.0,13846,7.21,7.19,4.6,True,1,3,5
25237,1.54,Ideal,G,VS1,62.3,57.0,13846,7.35,7.38,4.59,True,4,4,3
25238,2.52,Fair,H,SI2,65.4,59.0,13846,8.49,8.42,5.53,True,0,1,2
25239,2.01,Very Good,I,SI1,60.8,60.0,13849,8.12,8.15,4.95,True,2,2,1
25240,2.01,Good,H,SI2,63.1,55.0,13849,7.99,8.09,5.07,True,1,1,2
25241,2.02,Premium,H,SI2,62.6,59.0,13850,8.03,7.97,5.01,True,3,1,2
25242,1.6,Ideal,F,VS2,60.1,57.0,13853,7.65,7.59,4.58,True,4,3,4
25243,1.5,Good,F,VS2,63.6,55.0,13853,7.27,7.22,4.61,True,1,3,4
25244,1.5,Fair,F,VS2,65.3,57.0,13853,7.15,7.12,4.66,True,0,3,4
25245,1.5,Premium,F,VS2,60.9,60.0,13853,7.42,7.35,4.5,True,3,3,4
25246,2.03,Very Good,D,SI2,63.1,58.0,13858,8.02,7.98,5.05,True,2,1,6
25247,2.09,Premium,J,SI1,62.2,59.0,13864,8.23,8.16,5.1,True,3,2,0
25248,2.02,Very Good,I,SI2,61.1,61.0,13865,8.08,8.11,4.95,True,2,1,1
25249,1.76,Premium,D,SI2,59.6,58.0,13867,7.9,7.86,4.7,True,3,1,6
25250,1.58,Very Good,D,SI1,62.7,60.0,13869,7.37,7.41,4.63,True,2,2,6
25251,2.21,Premium,H,SI2,59.0,59.0,13872,8.51,8.46,5.01,True,3,1,2
25252,1.69,Ideal,F,SI1,63.0,57.0,13872,7.62,7.55,4.78,True,4,2,4
25253,1.43,Premium,D,VS2,62.6,59.0,13873,7.19,7.21,4.51,True,3,3,6
25254,1.61,Ideal,H,VS2,61.8,56.0,13873,7.48,7.52,4.63,True,4,3,2
25255,2.07,Ideal,I,SI2,61.6,56.0,13879,8.16,8.18,5.04,True,4,1,1
25256,2.03,Ideal,J,VS2,62.1,57.0,13880,8.15,8.08,5.04,True,4,3,0
25257,1.69,Ideal,H,VS1,61.0,57.0,13882,7.72,7.66,4.69,True,4,4,2
25258,2.12,Premium,E,SI2,62.4,58.0,13884,8.22,8.18,5.12,True,3,1,5
25259,2.26,Premium,H,SI2,61.1,57.0,13885,8.45,8.4,5.15,True,3,1,2
25260,1.67,Ideal,H,VS1,61.8,55.9,13887,7.57,7.6,4.69,True,4,4,2
25261,1.5,Very Good,E,VS2,62.9,56.0,13892,7.31,7.22,4.57,True,2,3,5
25262,2.0,Very Good,I,SI2,59.5,61.0,13892,8.16,8.18,4.86,True,2,1,1
25263,1.5,Good,E,VS2,63.9,58.0,13899,7.2,7.24,4.61,True,1,3,5
25264,1.52,Ideal,G,VS1,59.7,57.0,13903,7.5,7.48,4.47,True,4,4,3
25265,1.52,Good,G,VS1,64.0,58.0,13903,7.22,7.18,4.61,True,1,4,3
25266,1.71,Very Good,H,VS1,62.0,56.0,13904,7.64,7.68,4.75,True,2,4,2
25267,1.84,Premium,H,SI1,59.7,58.0,13905,8.01,7.98,4.77,True,3,2,2
25268,2.28,Ideal,G,SI2,61.6,57.0,13907,8.44,8.37,5.18,True,4,1,3
25269,2.06,Premium,G,SI2,60.7,58.0,13908,8.18,8.25,4.99,True,3,1,3
25270,1.79,Ideal,I,VS1,61.3,57.0,13908,7.86,7.81,4.8,True,4,4,1
25271,1.55,Ideal,G,VS2,61.6,55.0,13912,7.45,7.48,4.6,True,4,3,3
25272,2.06,Premium,I,SI2,61.0,61.0,13912,8.18,8.1,5.02,True,3,1,1
25273,1.58,Ideal,F,VS2,60.0,57.0,13917,7.52,7.58,4.53,True,4,3,4
25274,2.2,Good,H,SI2,63.6,58.0,13919,8.21,8.17,5.21,True,1,1,2
25275,1.9,Premium,G,SI2,63.0,58.0,13919,7.93,7.86,4.97,True,3,1,3
25276,2.28,Premium,H,SI1,59.3,58.0,13919,8.6,8.56,5.09,True,3,2,2
25277,1.52,Premium,F,VS2,60.9,61.0,13919,7.46,7.28,4.49,True,3,3,4
25278,2.0,Ideal,I,SI2,61.1,59.0,13921,8.07,8.11,4.94,True,4,1,1
25279,2.26,Very Good,H,SI2,63.3,59.0,13923,8.35,8.26,5.25,True,2,1,2
25280,1.53,Ideal,G,VS1,60.6,54.0,13926,7.49,7.47,4.53,True,4,4,3
25281,2.01,Good,H,SI1,56.7,58.0,13929,8.31,8.36,4.73,True,1,2,2
25282,1.24,Ideal,D,VVS2,62.6,55.0,13929,6.94,6.89,4.33,True,4,5,6
25283,2.1,Premium,J,SI1,62.9,58.0,13930,8.15,8.09,5.11,True,3,2,0
25284,2.23,Premium,J,SI2,61.3,60.0,13931,8.4,8.35,5.13,True,3,1,0
25285,2.09,Ideal,I,SI2,61.2,57.0,13933,8.27,8.19,5.04,True,4,1,1
25286,2.18,Premium,J,SI1,62.9,59.0,13938,8.25,8.21,5.18,True,3,2,0
25287,1.82,Premium,I,VS1,61.4,60.0,13939,7.83,7.8,4.8,True,3,4,1
25288,2.01,Very Good,G,SI2,61.3,60.0,13940,8.08,8.17,4.98,True,2,1,3
25289,1.6,Premium,G,VS2,61.6,60.0,13942,7.55,7.49,4.63,True,3,3,3
25290,1.51,Very Good,F,VS2,61.9,63.0,13945,7.35,7.26,4.52,True,2,3,4
25291,1.51,Premium,F,VS2,62.0,59.0,13945,7.37,7.18,4.51,True,3,3,4
25292,1.51,Premium,F,VS2,61.7,58.0,13945,7.33,7.28,4.51,True,3,3,4
25293,1.51,Premium,F,VS2,62.9,61.0,13945,7.31,7.22,4.57,True,3,3,4
25294,2.06,Very Good,J,VS2,61.8,59.0,13948,8.14,8.2,5.05,True,2,3,0
25295,1.7,Ideal,H,VS1,62.4,55.0,13949,7.69,7.61,4.77,True,4,4,2
25296,1.58,Ideal,H,VS1,60.4,57.0,13950,7.55,7.65,4.59,True,4,4,2
25297,1.71,Premium,G,VS2,61.3,58.0,13951,7.79,7.7,4.75,True,3,3,3
25298,1.25,Very Good,F,IF,60.3,58.0,13953,6.96,7.03,4.22,True,2,7,4
25299,2.08,Good,I,SI2,63.8,58.0,13956,8.02,8.1,5.14,True,1,1,1
25300,1.5,Very Good,E,VS2,61.0,55.0,13963,7.38,7.45,4.52,True,2,3,5
25301,1.58,Very Good,G,VS1,62.8,57.0,13963,7.34,7.4,4.63,True,2,4,3
25302,1.21,Ideal,D,VVS2,61.3,56.0,13965,6.86,6.9,4.22,True,4,5,6
25303,1.13,Ideal,D,VVS1,61.5,55.0,13968,6.74,6.69,4.13,True,4,6,6
25304,1.71,Very Good,E,SI1,63.4,56.0,13970,7.58,7.5,4.78,True,2,2,5
25305,2.01,Good,I,SI1,63.8,57.0,13976,7.95,7.91,5.06,True,1,2,1
25306,2.19,Good,G,SI1,63.7,56.0,13978,8.26,8.17,5.23,True,1,2,3
25307,2.21,Premium,H,SI1,61.1,58.0,13983,8.39,8.34,5.11,True,3,2,2
25308,2.0,Premium,H,SI1,59.8,60.0,13986,8.04,8.01,4.8,True,3,2,2
25309,1.51,Ideal,E,VS2,59.8,59.0,13986,7.55,7.47,4.49,True,4,3,5
25310,2.0,Premium,G,SI2,61.1,60.0,13986,8.1,8.03,4.93,True,3,1,3
25311,2.02,Premium,I,SI2,61.1,61.0,13991,8.11,8.08,4.95,True,3,1,1
25312,2.02,Premium,I,SI2,62.9,60.0,13991,8.05,8.01,5.05,True,3,1,1
25313,2.07,Premium,H,SI1,62.7,58.0,13993,8.14,8.09,5.09,True,3,2,2
25314,2.07,Good,I,SI1,63.6,58.0,13993,8.09,7.99,5.11,True,1,2,1
25315,1.08,Ideal,E,VVS1,61.5,58.0,13994,6.57,6.64,4.06,True,4,6,5
25316,1.53,Ideal,G,VS1,62.2,56.0,13994,7.36,7.31,4.56,True,4,4,3
25317,1.51,Ideal,G,VS1,62.1,55.0,13995,7.38,7.33,4.57,True,4,4,3
25318,1.58,Premium,D,SI1,62.7,60.0,13995,7.41,7.37,4.63,True,3,2,6
25319,2.13,Very Good,J,SI1,62.8,58.0,13996,8.13,8.17,5.12,True,2,2,0
25320,2.11,Premium,J,SI1,62.4,58.0,13996,8.27,8.17,5.13,True,3,2,0
25321,1.5,Good,G,IF,59.9,59.0,13998,7.39,7.46,4.45,True,1,7,3
25322,1.67,Ideal,H,VS1,61.8,56.0,14014,7.6,7.57,4.69,True,4,4,2
25323,1.71,Ideal,H,VS2,62.1,56.0,14017,7.64,7.7,4.76,True,4,3,2
25324,1.63,Ideal,E,SI1,60.5,59.0,14022,7.66,7.62,4.62,True,4,2,5
25325,2.09,Premium,G,SI2,59.8,59.0,14024,8.37,8.32,4.99,True,3,1,3
25326,1.5,Good,E,VS2,63.9,58.0,14026,7.24,7.2,4.61,True,1,3,5
25327,2.02,Ideal,I,SI2,60.9,60.0,14027,8.08,8.14,4.94,True,4,1,1
25328,2.02,Good,I,SI2,58.2,57.0,14027,8.31,8.35,4.85,True,1,1,1
25329,1.51,Very Good,G,VS1,59.5,59.0,14028,7.41,7.45,4.42,True,2,4,3
25330,1.59,Ideal,H,VS1,61.8,56.0,14031,7.49,7.53,4.64,True,4,4,2
25331,2.21,Premium,H,SI2,61.3,60.0,14032,8.35,8.33,5.11,True,3,1,2
25332,1.08,Ideal,E,VVS1,61.7,55.0,14032,6.6,6.63,4.08,True,4,6,5
25333,1.75,Ideal,H,VS2,62.2,56.3,14033,7.66,7.71,4.79,True,4,3,2
25334,1.2,Ideal,D,VVS2,62.7,54.0,14033,6.8,6.82,4.27,True,4,5,6
25335,2.05,Ideal,J,SI1,60.3,60.0,14037,8.17,8.24,4.95,True,4,2,0
25336,1.52,Ideal,F,VS2,62.8,55.0,14038,7.37,7.28,4.6,True,4,3,4
25337,1.55,Ideal,G,VS2,61.6,55.0,14039,7.48,7.45,4.6,True,4,3,3
25338,2.01,Ideal,H,SI2,61.9,57.0,14040,8.09,8.06,5.0,True,4,1,2
25339,2.3,Premium,H,SI2,60.6,59.0,14042,8.4,8.37,5.08,True,3,1,2
25340,2.3,Premium,H,SI2,60.6,59.0,14042,8.4,8.37,5.08,True,3,1,2
25341,2.0,Good,H,VS2,57.3,59.0,14042,8.27,8.24,4.73,True,1,3,2
25342,1.58,Ideal,F,VS2,60.0,57.0,14044,7.58,7.52,4.53,True,4,3,4
25343,2.08,Premium,I,SI2,60.8,61.0,14047,8.24,8.21,5.0,True,3,1,1
25344,2.0,Very Good,I,SI1,63.6,57.0,14057,7.9,7.99,5.05,True,2,2,1
25345,1.7,Premium,H,VS2,62.4,59.0,14058,7.63,7.54,4.73,True,3,3,2
25346,2.03,Ideal,I,SI2,61.5,54.0,14061,8.22,8.2,5.05,True,4,1,1
25347,2.14,Very Good,J,VS2,62.8,57.0,14065,8.27,8.16,5.16,True,2,3,0
25348,1.76,Ideal,I,VVS2,60.2,58.0,14065,7.84,7.87,4.73,True,4,5,1
25349,1.52,Very Good,F,VS2,62.7,59.0,14066,7.3,7.33,4.59,True,2,3,4
25350,2.01,Premium,F,SI2,61.3,58.0,14067,8.14,8.07,4.97,True,3,1,4
25351,0.3,Good,F,SI1,57.2,62.0,641,4.45,4.39,2.53,True,1,2,4
25352,0.28,Very Good,F,VVS2,60.6,59.0,642,4.22,4.26,2.57,True,2,5,4
25353,0.28,Very Good,F,VVS2,59.7,59.0,642,4.26,4.28,2.55,True,2,5,4
25354,0.28,Very Good,E,VVS2,59.1,59.0,642,4.27,4.33,2.54,True,2,5,5
25355,0.28,Very Good,E,VVS2,61.8,58.0,642,4.2,4.24,2.61,True,2,5,5
25356,0.28,Very Good,E,VVS2,59.8,57.0,642,4.28,4.32,2.57,True,2,5,5
25357,0.28,Very Good,E,VVS2,60.0,56.0,642,4.26,4.28,2.56,True,2,5,5
25358,0.28,Very Good,D,VVS2,62.2,59.0,642,4.18,4.21,2.61,True,2,5,6
25359,0.31,Very Good,G,VVS1,59.6,59.0,642,4.4,4.42,2.63,True,2,6,3
25360,0.31,Very Good,G,VVS1,61.9,55.0,642,4.36,4.4,2.71,True,2,6,3
25361,0.28,Very Good,F,VVS1,62.9,57.0,642,4.13,4.17,2.61,True,2,6,4
25362,0.28,Very Good,F,VVS1,60.1,59.0,642,4.24,4.25,2.55,True,2,6,4
25363,0.28,Very Good,F,VVS1,61.4,60.0,642,4.19,4.22,2.58,True,2,6,4
25364,0.28,Very Good,E,VVS1,61.9,59.0,642,4.16,4.21,2.59,True,2,6,5
25365,0.28,Very Good,E,VVS1,59.6,59.0,642,4.3,4.33,2.57,True,2,6,5
25366,0.28,Very Good,D,VVS1,60.6,58.0,642,4.23,4.25,2.57,True,2,6,6
25367,0.28,Very Good,D,VVS1,60.4,59.0,642,4.23,4.25,2.56,True,2,6,6
25368,0.32,Very Good,F,VS2,59.6,56.0,642,4.48,4.51,2.68,True,2,3,4
25369,0.28,Ideal,F,VVS2,61.8,56.0,642,4.22,4.26,2.62,True,4,5,4
25370,0.28,Ideal,F,VVS2,61.1,57.0,642,4.22,4.26,2.59,True,4,5,4
25371,0.28,Ideal,F,VVS2,61.4,57.0,642,4.2,4.24,2.59,True,4,5,4
25372,0.28,Ideal,F,VVS2,62.5,57.0,642,4.18,4.21,2.62,True,4,5,4
25373,0.28,Ideal,F,VVS2,61.8,56.0,642,4.21,4.24,2.61,True,4,5,4
25374,0.39,Ideal,J,VS2,61.2,56.0,642,4.71,4.74,2.89,True,4,3,0
25375,0.31,Ideal,E,VS2,60.7,57.0,642,4.39,4.41,2.67,True,4,3,5
25376,0.31,Ideal,E,VS2,61.5,56.0,642,4.39,4.42,2.71,True,4,3,5
25377,0.31,Ideal,E,VS2,61.7,55.0,642,4.38,4.41,2.71,True,4,3,5
25378,0.31,Ideal,E,VS2,61.7,55.0,642,4.35,4.37,2.69,True,4,3,5
25379,0.31,Ideal,E,VS2,62.2,55.0,642,4.32,4.36,2.7,True,4,3,5
25380,0.31,Ideal,E,VS2,62.4,53.0,642,4.33,4.36,2.71,True,4,3,5
25381,1.5,Ideal,G,VS1,62.3,57.0,14067,7.25,7.32,4.54,True,4,4,3
25382,1.3,Premium,F,VVS1,59.3,59.0,14068,7.11,7.08,4.22,True,3,6,4
25383,1.5,Premium,F,VS2,61.6,58.0,14071,7.31,7.37,4.52,True,3,3,4
25384,2.05,Very Good,I,SI2,62.8,56.0,14071,8.1,8.12,5.09,True,2,1,1
25385,1.5,Premium,F,VS2,61.5,58.0,14071,7.34,7.36,4.52,True,3,3,4
25386,1.5,Premium,F,VS2,61.1,58.0,14071,7.33,7.36,4.49,True,3,3,4
25387,1.5,Ideal,F,VS2,60.4,57.0,14071,7.41,7.43,4.48,True,4,3,4
25388,2.0,Very Good,G,SI2,64.0,58.0,14074,7.86,7.95,5.06,True,2,1,3
25389,2.02,Fair,H,SI2,56.5,61.0,14080,8.33,8.37,4.72,True,0,1,2
25390,2.03,Ideal,J,VS2,60.5,57.0,14083,8.26,8.2,4.98,True,4,3,0
25391,2.08,Good,I,SI2,63.8,58.0,14084,8.1,8.02,5.14,True,1,1,1
25392,1.5,Ideal,F,VS2,61.7,54.0,14092,7.28,7.31,4.5,True,4,3,4
25393,2.22,Premium,I,SI1,62.7,58.0,14095,8.33,8.28,5.21,True,3,2,1
25394,1.26,Very Good,F,IF,60.0,60.0,14095,7.04,7.09,4.24,True,2,7,4
25395,2.01,Ideal,I,SI2,61.5,56.0,14103,8.1,8.16,5.0,True,4,1,1
25396,1.54,Ideal,G,VS2,61.4,57.0,14103,7.47,7.42,4.57,True,4,3,3
25397,1.5,Premium,G,VS1,61.2,59.0,14105,7.32,7.36,4.49,True,3,4,3
25398,1.5,Premium,G,VS1,62.7,58.0,14105,7.25,7.3,4.56,True,3,4,3
25399,1.52,Premium,G,VVS2,62.1,58.0,14105,7.4,7.31,4.57,True,3,5,3
25400,1.55,Ideal,G,VS2,61.6,56.0,14106,7.44,7.49,4.6,True,4,3,3
25401,1.64,Premium,E,SI1,59.5,58.0,14107,7.64,7.72,4.57,True,3,2,5
25402,2.29,Premium,G,SI2,62.5,59.0,14108,8.38,8.33,5.22,True,3,1,3
25403,2.05,Ideal,J,VS2,61.7,54.9,14111,8.16,8.24,5.05,True,4,3,0
25404,1.51,Very Good,D,VS2,62.3,59.0,14112,7.29,7.34,4.56,True,2,3,6
25405,2.06,Very Good,J,VS2,62.6,58.0,14119,8.05,8.08,5.05,True,2,3,0
25406,2.06,Ideal,I,SI2,62.4,55.0,14120,8.1,8.14,5.07,True,4,1,1
25407,2.01,Very Good,J,SI1,61.7,59.0,14125,8.01,8.09,4.97,True,2,2,0
25408,2.0,Premium,H,SI1,59.8,60.0,14126,8.04,8.01,4.8,True,3,2,2
25409,1.79,Premium,G,SI1,60.5,58.0,14127,7.88,7.83,4.75,True,3,2,3
25410,2.23,Premium,J,SI1,62.4,59.0,14129,8.33,8.36,5.21,True,3,2,0
25411,2.04,Ideal,J,SI1,61.7,57.0,14130,8.11,8.17,5.02,True,4,2,0
25412,1.7,Very Good,H,VS1,62.8,57.0,14137,7.47,7.57,4.72,True,2,4,2
25413,2.14,Ideal,I,SI2,60.7,57.0,14138,8.34,8.4,5.08,True,4,1,1
25414,1.56,Premium,G,VS1,60.9,58.0,14139,7.49,7.53,4.57,True,3,4,3
25415,1.7,Good,H,VVS2,63.1,57.0,14146,7.52,7.61,4.77,True,1,5,2
25416,2.36,Ideal,H,SI2,61.8,56.0,14146,8.57,8.53,5.28,True,4,1,2
25417,1.51,Good,F,SI1,59.5,58.0,14148,7.35,7.44,4.4,True,1,2,4
25418,2.01,Very Good,H,SI2,63.2,57.0,14150,8.02,7.97,5.05,True,2,1,2
25419,1.67,Ideal,D,SI1,62.6,54.0,14154,7.57,7.63,4.76,True,4,2,6
25420,1.51,Premium,G,VS1,59.5,59.0,14156,7.45,7.41,4.42,True,3,4,3
25421,1.5,Premium,G,VVS2,62.7,58.0,14157,7.28,7.32,4.58,True,3,5,3
25422,1.51,Very Good,F,VS2,62.8,56.0,14165,7.27,7.32,4.58,True,2,3,4
25423,1.51,Very Good,F,VS2,61.1,59.0,14165,7.32,7.37,4.49,True,2,3,4
25424,1.51,Premium,F,VS2,62.0,60.0,14165,7.23,7.35,4.52,True,3,3,4
25425,1.51,Very Good,F,VS2,62.5,58.0,14165,7.21,7.36,4.55,True,2,3,4
25426,1.51,Very Good,F,VS2,62.5,58.0,14165,7.22,7.33,4.55,True,2,3,4
25427,2.01,Ideal,H,SI2,61.9,57.0,14167,8.09,8.06,5.0,True,4,1,2
25428,1.51,Premium,E,VS2,62.2,59.0,14171,7.31,7.36,4.56,True,3,3,5
25429,1.55,Ideal,G,VS1,62.0,57.0,14174,7.37,7.42,4.58,True,4,4,3
25430,1.81,Very Good,I,VS1,59.9,61.0,14177,7.85,7.91,4.72,True,2,4,1
25431,1.5,Premium,E,VS2,62.3,60.0,14179,7.27,7.2,4.51,True,3,3,5
25432,1.57,Premium,G,VS1,59.9,56.0,14180,7.6,7.55,4.54,True,3,4,3
25433,2.02,Ideal,H,VS2,62.6,57.0,14182,8.01,7.97,5.0,True,4,3,2
25434,2.04,Premium,H,SI2,62.8,58.0,14184,8.11,8.06,5.08,True,3,1,2
25435,1.55,Ideal,F,VS2,62.6,57.0,14185,7.35,7.39,4.61,True,4,3,4
25436,2.35,Premium,I,SI1,61.8,58.0,14185,8.58,8.44,5.26,True,3,2,1
25437,1.54,Premium,F,VS2,62.8,58.0,14188,7.33,7.29,4.59,True,3,3,4
25438,1.71,Premium,E,SI1,62.2,58.0,14190,7.61,7.67,4.75,True,3,2,5
25439,1.68,Very Good,G,VS2,62.7,58.0,14192,7.51,7.54,4.72,True,2,3,3
25440,1.2,Premium,E,VVS1,60.6,60.0,14192,6.95,6.85,4.18,True,3,6,5
25441,2.5,Fair,G,SI2,67.0,57.0,14194,8.36,8.29,5.58,True,0,1,3
25442,1.3,Premium,F,VVS1,59.3,59.0,14196,7.11,7.08,4.22,True,3,6,4
25443,1.5,Ideal,F,VS2,62.4,55.0,14199,7.31,7.25,4.54,True,4,3,4
25444,1.5,Ideal,F,VS2,60.4,57.0,14199,7.43,7.41,4.48,True,4,3,4
25445,1.5,Premium,F,VS2,61.6,58.0,14199,7.37,7.31,4.52,True,3,3,4
25446,2.0,Premium,I,SI2,58.6,61.0,14199,8.28,8.16,4.82,True,3,1,1
25447,2.0,Fair,H,VS1,66.0,56.0,14199,7.79,7.72,5.12,True,0,4,2
25448,1.5,Premium,F,VS2,61.5,58.0,14199,7.36,7.34,4.52,True,3,3,4
25449,1.5,Premium,F,VS2,61.1,58.0,14199,7.36,7.33,4.49,True,3,3,4
25450,1.64,Premium,G,VS2,62.4,58.0,14201,7.49,7.52,4.68,True,3,3,3
25451,1.51,Very Good,D,VS2,63.1,62.0,14205,7.24,7.22,4.56,True,2,3,6
25452,2.0,Fair,G,SI2,66.5,56.0,14208,7.75,7.7,5.14,True,0,1,3
25453,2.0,Premium,I,SI2,61.3,59.0,14208,8.13,8.09,4.97,True,3,1,1
25454,2.51,Good,I,SI2,63.7,61.0,14209,8.51,8.48,5.41,True,1,1,1
25455,2.02,Premium,I,SI2,59.4,59.0,14211,8.21,8.25,4.89,True,3,1,1
25456,1.53,Premium,G,VS1,61.0,60.0,14214,7.4,7.43,4.52,True,3,4,3
25457,2.3,Ideal,H,SI2,62.6,57.0,14215,8.4,8.35,5.25,True,4,1,2
25458,1.52,Very Good,F,VS2,63.5,57.0,14217,7.23,7.29,4.61,True,2,3,4
25459,2.28,Good,J,SI1,63.7,55.0,14220,8.28,8.35,5.3,True,1,2,0
25460,1.55,Ideal,F,SI1,61.9,55.0,14220,7.47,7.42,4.61,True,4,2,4
25461,3.01,Premium,G,SI2,59.8,58.0,14220,9.44,9.37,5.62,True,3,1,3
25462,2.05,Premium,J,VS1,62.4,58.0,14224,8.08,8.13,5.06,True,3,4,0
25463,1.66,Premium,D,SI1,62.0,59.0,14224,7.55,7.6,4.7,True,3,2,6
25464,2.1,Very Good,J,VS2,61.3,59.0,14229,8.21,8.27,5.05,True,2,3,0
25465,1.4,Ideal,G,VVS2,62.0,56.0,14231,7.18,7.13,4.44,True,4,5,3
25466,1.5,Premium,G,VS1,62.7,58.0,14234,7.3,7.25,4.56,True,3,4,3
25467,1.5,Premium,G,VS1,61.2,59.0,14234,7.36,7.32,4.49,True,3,4,3
25468,1.36,Very Good,D,VVS2,62.6,58.0,14236,7.06,7.21,4.47,True,2,5,6
25469,1.64,Premium,E,SI1,59.5,58.0,14236,7.72,7.64,4.57,True,3,2,5
25470,1.56,Ideal,G,VS2,61.3,56.0,14237,7.48,7.5,4.59,True,4,3,3
25471,2.02,Premium,I,VS1,60.5,62.0,14238,8.18,8.15,4.94,True,3,4,1
25472,2.03,Very Good,I,SI2,62.2,54.0,14239,8.11,8.15,5.06,True,2,1,1
25473,2.02,Premium,I,SI1,61.4,58.0,14240,8.14,8.07,4.98,True,3,2,1
25474,1.69,Premium,F,VS2,59.8,60.0,14242,7.79,7.74,4.64,True,3,3,4
25475,1.5,Ideal,F,VS2,61.4,55.0,14242,7.35,7.44,4.54,True,4,3,4
25476,1.5,Very Good,F,VS2,61.3,61.0,14242,7.33,7.36,4.5,True,2,3,4
25477,1.85,Ideal,I,VVS2,62.4,57.0,14245,7.91,7.86,4.92,True,4,5,1
25478,1.51,Ideal,F,VS2,62.4,56.0,14247,7.38,7.31,4.58,True,4,3,4
25479,1.51,Premium,F,VS2,60.4,59.0,14247,7.41,7.33,4.45,True,3,3,4
25480,2.27,Good,H,SI2,63.6,58.0,14249,8.37,8.29,5.3,True,1,1,2
25481,2.51,Good,G,SI2,59.5,65.0,14251,8.87,8.74,5.24,True,1,1,3
25482,1.5,Very Good,E,VS2,60.7,60.0,14256,7.32,7.41,4.47,True,2,3,5
25483,1.5,Very Good,E,VS2,62.1,60.0,14256,7.27,7.31,4.53,True,2,3,5
25484,2.23,Premium,J,SI1,62.4,59.0,14258,8.36,8.33,5.21,True,3,2,0
25485,1.7,Ideal,H,VS1,62.8,57.0,14266,7.57,7.47,4.72,True,4,4,2
25486,2.16,Good,I,VS2,63.6,56.0,14266,8.18,8.12,5.18,True,1,3,1
25487,2.14,Ideal,I,SI2,60.7,57.0,14267,8.4,8.34,5.08,True,4,1,1
25488,1.56,Premium,G,VS1,60.9,58.0,14268,7.53,7.49,4.57,True,3,4,3
25489,1.7,Very Good,H,VVS2,63.1,57.0,14275,7.61,7.52,4.77,True,2,5,2
25490,2.2,Ideal,I,SI2,62.2,56.0,14277,8.34,8.29,5.18,True,4,1,1
25491,2.18,Ideal,F,SI2,62.6,55.0,14277,8.27,8.22,5.16,True,4,1,4
